FACSEX,FACETHN,FACNAT,FACRANK,EMPLOYM,SALARY,YRSTEACH,YRSUT,DEGREE,SAMPLE,REMIND,NSTUD,STUDRANK,STUDSEX,GRADE,GPA,SATISFY,RELIGION,PSD,ITEM13,ITEM14,ITEM15,ITEM16,ITEM17,ITEM18,ITEM19,ITEM20,ITEM21,ITEM22,ITEM23,ITEM24,ITEM25,ITEM26,ITEM27,ITEM28,ITEM29,ITEM30,ITEM31,ITEM32,ITEM33,ITEM34,ITEM35,ITEM36,ITEM37,ITEM38,ITEM39,ITEM40,ITEM41,ITEM42,ITEM43,ITEM44,ITEM45,ITEM46,ITEM47,ITEM48,ITEM49,ITEM50,ITEM51,ITEM52,RACE,SEXISM,RACISM,RPOLICY,CASTEMAN,COMPETEN,SENSITIV,CSTATUS
1,1,1,3,100,32,11,9,3,1,2,128,1,1,4,1,3,1,3,5,5,5,4,4,3,5,3,3,4,4,3,3,2,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4.6,3.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,4,1,4,4,2,5,2,5,5,5,5,5,4,5,4,4,3,4,4,2,2,2,2,3,2,3,3,2,3,2,2,2,3,3,,2,3,3,4,1,3,1,3,3,3,3,1,1,2.1538461538,,2.5,3,5,4,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,1,4,1,2,3,,5,5,5,5,5,4,4,4,4,4,4,4,3,4,2,4,4,2,4,4,3,5,2,3,5,2,2,4,4,4,4,5,4,2,4,4,5,5,2,2,,3.6153846154,2.875,4,5,5,4,
1,1,1,3,100,32,11,9,3,1,2,128,3,1,3,4,2,5,4,5,4,4,5,4,3,4,3,3,3,4,3,3,2,1,2,3,2,3,2,2,2,2,2,3,2,2,1,3,3,3,5,2,2,2,3,2,2,2,3,1,2.4615384615,1.75,2.5,2,4.4,3.2,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,1,4,3,1,5,2,4,4,4,4,4,5,4,3,4,4,4,4,1,1,1,2,3,2,1,2,1,1,2,1,2,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,,1.9230769231,1.5,1.5,1.5,4,4,
1,1,1,3,100,32,11,9,3,1,2,128,3,1,4,4,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,1,1,1,1,1,3,1,3,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,,1,5,5,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,1,3,3,1,3,3,5,5,5,4,4,3,3,3,3,2,3,3,1,2,2,2,5,2,5,2,3,4,3,3,5,2,3,4,2,3,2,5,3,2,4,2,4,4,3,5,1,3.6153846154,2.375,2,4,4.6,2.8,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,1,3,4,2,3,4,5,4,5,4,4,4,5,3,4,4,5,4,1,3,1,1,5,1,4,2,2,3,3,1,1,1,1,1,2,2,2,3,2,2,1,4,2,3,2,2,1,2.3846153846,1.25,2.5,3,4.4,4,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,4,2,1,3,4,5,5,5,4,5,4,4,3,4,3,4,3,3,4,1,3,2,3,2,3,1,1,2,1,3,1,5,1,3,3,3,5,3,3,3,4,2,3,3,3,1,2.6153846154,2,3.5,2,4.8,3.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,1,5,4,1,1,3,5,5,5,4,5,3,4,3,4,5,4,4,2,2,2,2,4,2,3,2,2,3,2,2,3,2,2,3,2,2,2,4,3,2,2,3,2,3,2,2,1,2.3846153846,2.125,2,3,4.8,3.8,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,3,2,4,5,3,5,4,4,3,3,4,4,4,4,3,3,3,1,3,1,2,4,2,5,2,1,3,2,2,3,1,2,1,2,3,3,5,3,2,2,3,2,3,2,2,,2.6153846154,1.625,3,3,3.8,3.8,
1,1,1,3,100,32,11,9,3,1,2,128,1,1,4,2,1,3,3,5,5,5,4,4,3,4,4,3,4,4,4,2,2,2,3,4,3,4,3,2,4,3,3,3,2,2,2,2,4,2,5,4,3,4,4,2,4,3,5,1,3.2307692308,2.625,2,4,4.6,3.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,4,5,1,3,2,5,5,5,5,5,5,5,3,4,5,4,4,3,2,1,2,2,3,1,2,2,2,2,1,2,1,1,1,2,3,2,3,3,2,2,3,2,3,2,1,1,2,1.625,2,2.5,5,4.4,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,4,1,1,5,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,4,3,3,3,3,3,2,3,4,2,3,3,3,3,4,4,4,3,3,4,3,3,3,3,6,3.0769230769,2.875,3,3,4,4,
1,1,1,3,100,32,11,9,3,1,2,128,1,1,4,2,4,1,4,5,5,5,5,4,3,4,3,3,3,4,3,2,4,2,2,4,2,5,3,2,2,2,4,5,4,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3.3076923077,2.75,3.5,2.5,4.8,3.2,3.52
1,1,1,3,100,32,11,9,3,1,2,128,2,1,3,1,1,3,5,5,5,5,4,4,4,4,4,5,3,3,4,3,4,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,1,3.2307692308,2.875,3.5,3,4.6,4,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,3,4,1,1,3,5,5,5,5,4,3,4,4,2,4,3,3,2,1,1,2,5,1,3,2,1,3,1,1,4,1,1,1,2,2,2,3,2,1,1,2,1,3,1,2,3,2,1.25,1.5,3,4.8,3.4,3.52
1,1,1,3,100,32,11,9,3,1,2,128,1,2,3,1,3,3,2,4,5,5,4,4,4,3,3,4,4,4,3,2,2,3,4,4,4,4,2,1,2,4,3,4,2,3,4,2,3,3,3,3,2,2,5,1,3,2,2,1,2.6153846154,3,2.5,2.5,4.4,3.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,2,1,4,3,1,3,4,5,5,4,4,4,3,4,3,4,4,4,3,4,2,2,4,4,3,1,4,1,4,1,2,4,3,2,3,1,3,5,1,2,4,2,4,3,4,2,3,1,2.2307692308,3.125,3.5,4,4.4,3.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,2,2,5,5,2,1,4,5,5,5,2,5,4,5,,,5,4,4,,2,3,4,5,4,4,3,4,1,4,2,5,3,3,2,4,3,4,5,5,3,4,3,3,1,4,2,1,3.7692307692,3,3,1,4.4,,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,1,4,2,1,1,3,5,5,5,4,4,4,4,3,3,3,4,4,2,3,2,3,3,3,4,3,3,3,3,2,4,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3.2307692308,2.5,3,3,4.6,3.4,3.52
1,1,1,3,100,32,11,9,3,1,2,128,1,2,5,5,2,2,4,5,5,5,5,5,5,5,3,5,5,4,4,3,2,3,4,3,3,5,4,2,4,2,2,4,2,2,2,2,2,5,4,4,3,3,4,2,5,4,4,1,3,2.875,3.5,4.5,5,4.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,2,2,3,3,1,1,3,4,4,4,4,4,3,5,3,2,2,3,2,3,1,1,2,4,2,4,2,1,1,2,1,4,1,1,1,2,2,3,3,4,2,2,3,1,2,2,2,3,2.3846153846,1.5,2,1.5,4,3,3.52
1,1,1,3,100,32,11,9,3,1,2,128,1,2,3,3,3,1,3,5,4,4,4,4,3,4,3,3,4,3,3,3,3,2,3,4,2,3,2,2,3,2,2,4,2,2,3,2,2,3,5,4,2,2,3,2,3,2,3,1,2.6923076923,2.25,3,3,4.2,3.4,7.03
1,1,1,3,100,32,11,9,3,1,2,128,2,2,4,2,1,1,,5,5,5,5,5,5,5,3,5,5,4,4,3,2,1,3,3,2,4,3,2,4,4,2,5,2,3,2,2,3,2,5,4,2,4,4,2,4,2,3,1,3.0769230769,2.125,2,4,5,4.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,1,5,4,2,2,2,5,5,5,4,5,5,4,5,4,4,4,4,2,1,1,2,3,1,2,1,3,3,1,1,3,1,1,2,1,1,3,3,2,1,2,4,1,3,1,1,1,1.6923076923,1.25,2,3,4.8,4.4,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,4,4,1,2,3,5,5,5,4,5,5,4,4,5,5,4,4,2,1,1,4,3,2,2,1,1,3,1,1,3,1,1,1,1,3,4,4,4,2,2,2,1,3,2,3,1,2.0769230769,1.625,2.5,3,4.8,4.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,5,4,2,1,2,5,4,4,4,4,4,5,3,4,4,3,3,3,2,5,2,4,2,2,4,2,3,2,2,3,1,4,2,3,3,3,3,2,2,2,3,4,4,3,3,1,2.6923076923,2.5,2.5,3.5,4.2,4,7.03
1,1,1,3,100,32,11,9,3,1,2,128,2,2,5,4,2,5,,5,5,5,5,5,5,5,5,5,5,5,4,1,1,2,3,3,3,2,3,3,4,2,3,3,2,1,2,2,3,2,3,5,2,3,5,2,3,2,1,1,2.4615384615,2.5,1.5,3.5,5,5,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,1,4,5,2,3,4,5,5,5,5,5,3,5,3,3,4,4,4,3,2,3,5,3,5,3,4,3,1,3,4,5,3,3,4,3,3,5,5,5,4,5,4,3,5,3,4,1,3.4615384615,4,3.5,3,5,3.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,4,4,1,1,3,5,5,5,5,5,5,5,5,5,5,5,4,1,2,2,2,2,2,4,3,2,3,3,3,3,3,2,3,2,3,5,4,5,2,3,3,3,3,3,3,1,2.9230769231,2.5,3.5,3,5,5,7.03
1,1,1,3,100,32,11,9,3,1,2,128,2,1,3,1,3,1,3,5,5,5,5,5,4,4,3,4,3,4,3,2,3,2,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,5,4,3,3,5,3,3,3,3,1,3.0769230769,2.875,3,3,5,3.6,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,4,5,1,3,2,5,5,5,4,5,5,5,4,4,4,4,3,1,1,1,2,3,3,1,1,2,1,3,1,3,1,2,3,3,3,2,4,4,3,3,2,2,4,4,3,4,2.6923076923,1.875,1.5,2.5,4.8,4.4,5.16
1,1,1,3,100,32,11,9,3,1,2,128,1,2,4,5,2,1,3,5,5,5,5,5,4,4,4,4,4,4,3,3,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,2,3,2,4,3,2,1,2,1,2,2,2,1,1.9230769231,1.375,2,2,5,4,7.03
1,1,1,3,100,32,11,9,3,1,2,128,1,2,4,3,1,6,2,5,5,5,4,5,4,4,4,4,4,4,5,3,2,1,2,3,2,2,2,2,2,2,2,3,2,1,1,1,2,3,2,2,2,1,2,2,2,2,1,1,1.9230769231,1.75,2.5,2,4.8,4,7.03
1,1,2,4,100,48,17,7,3,1,2,45,1,2,2,3,1,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,2,2,3,2,4,4,4,3,4,4,3,4,3,2,1,2.9230769231,3,3,4,2.6,2.6,7.03
1,1,2,4,100,48,17,7,3,1,2,45,2,2,4,3,5,3,4,4,4,4,4,4,3,5,4,4,2,3,3,2,2,2,3,5,3,4,3,2,2,3,2,3,2,2,1,2,4,4,5,4,3,2,4,2,2,2,3,6,2.9230769231,2.375,3,2,4,3.6,
1,1,2,4,100,48,17,7,3,1,2,45,1,1,5,4,1,3,2,5,4,3,4,4,3,5,3,4,4,3,3,2,1,1,2,3,3,5,1,1,3,3,3,3,3,3,1,3,3,4,5,4,2,4,1,2,2,3,3,6,2.9230769231,2,2.5,2.5,4,3.8,
1,1,2,4,100,48,17,7,3,1,2,45,1,1,4,4,1,1,5,5,5,5,5,4,5,4,5,4,5,3,3,5,2,2,3,4,3,5,3,4,1,3,1,2,4,2,2,3,2,5,5,1,3,3,3,3,3,3,3,1,2.9230769231,2.625,3.5,2,4.8,4.6,7.03
1,1,2,4,100,48,17,7,3,1,2,45,3,2,5,2,1,1,4,4,4,4,4,4,4,4,,4,,3,3,3,4,2,3,3,3,3,3,3,2,3,2,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3.1538461538,2.75,3.5,2.5,4,,5.16
1,1,2,4,100,48,17,7,3,1,2,45,2,1,5,5,2,1,3,4,5,5,4,5,4,5,,4,5,4,3,4,1,1,2,3,1,1,2,2,1,1,1,2,2,1,2,1,1,5,3,1,1,1,2,1,1,1,,1,,1.5,3,1,4.6,,7.03
1,1,2,4,100,48,17,7,3,1,2,45,3,1,3,3,2,3,4,4,5,5,5,5,5,5,5,5,4,5,4,3,2,2,3,4,2,4,4,1,3,2,2,5,2,3,3,3,3,5,5,1,2,4,4,2,4,4,2,1,2.8461538462,2.5,3.5,3.5,4.8,4.8,7.03
1,1,2,4,100,48,17,7,3,1,2,45,1,2,2,2,1,3,3,4,5,4,4,4,3,3,4,4,3,4,3,3,2,2,2,3,2,3,3,2,2,3,2,3,2,1,1,2,3,3,3,3,2,2,3,2,2,2,2,2,2.4615384615,2,2.5,2,4.2,3.4,4.17
2,1,1,3,100,33,9,9,3,1,1,50,1,2,4,3,1,6,1,5,5,5,5,5,3,4,3,5,2,4,4,1,1,1,1,3,1,2,4,2,2,1,1,5,1,1,1,1,2,5,5,3,2,1,5,2,2,1,2,2,2,1.5,3,2,5,3.4,4.17
2,1,1,3,100,33,9,9,3,1,1,50,1,2,5,4,1,1,3,5,5,5,5,4,3,5,4,4,4,4,4,2,2,1,3,4,3,2,2,2,2,3,2,4,2,2,1,3,3,4,4,3,3,3,3,3,3,3,3,6,2.9230769231,2.125,3,2.5,4.8,4,
2,1,1,3,100,33,9,9,3,1,1,50,4,1,5,2,1,1,4,5,5,5,5,5,3,3,4,3,,4,4,1,1,2,3,3,2,4,2,3,4,4,2,4,1,2,3,2,2,1,5,4,1,3,3,1,3,3,4,1,2.9230769231,2,1,3.5,5,,7.03
2,1,1,3,100,33,9,9,3,1,1,50,2,1,5,2,1,5,5,4,4,4,4,4,3,4,4,4,4,3,3,2,2,1,3,5,3,4,3,1,3,3,2,5,2,3,2,3,3,2,5,3,3,4,3,3,4,3,4,1,3.3076923077,2.375,2,3.5,4,3.8,7.03
2,1,1,3,100,33,9,9,3,1,1,50,2,2,4,5,1,6,3,4,4,5,5,4,3,4,3,4,4,3,4,2,2,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1.5384615385,1,2,1,4.4,3.6,7.03
2,1,1,3,100,33,9,9,3,1,1,50,3,2,5,4,1,6,4,5,5,5,5,5,4,4,3,3,5,4,5,3,1,2,2,3,3,2,4,1,3,3,2,3,3,3,2,2,3,5,5,5,3,5,3,2,3,3,3,1,2.7692307692,2.625,3,3,5,3.8,7.03
2,1,1,3,100,33,9,9,3,1,1,50,3,2,4,3,1,1,3,5,5,5,5,5,4,4,5,5,4,4,5,2,2,2,2,5,2,4,3,3,2,2,2,4,2,2,2,2,4,2,3,4,2,3,4,2,2,2,2,1,3,2.125,2,2,5,4.4,7.03
2,1,1,3,100,33,9,9,3,1,1,50,3,1,4,3,3,1,4,4,5,5,5,5,3,3,3,3,2,3,4,1,3,1,3,4,2,3,3,2,3,2,2,5,2,3,2,2,3,3,4,4,2,4,3,2,3,2,4,1,3.0769230769,2.125,3,3,4.8,2.8,7.03
2,1,1,3,100,33,9,9,3,1,1,50,2,2,5,4,2,5,2,5,5,5,5,5,2,3,4,4,2,4,3,2,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,2,1,4,1,1,1,1.7692307692,1,2.5,2.5,5,3,7.03
2,1,1,3,100,33,9,9,3,1,1,50,2,1,4,2,5,3,3,4,4,4,1,4,1,2,1,2,2,1,3,2,1,1,1,2,1,4,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,4,1.9230769231,1,1,1,3.4,1.6,5.16
2,1,1,3,100,33,9,9,3,1,1,50,4,1,3,2,3,3,2,4,4,4,4,4,3,5,,4,2,3,4,2,1,1,1,4,1,2,1,1,1,3,1,5,1,1,1,2,3,3,3,5,1,5,1,1,1,3,2,1,2.8461538462,1,2,1,4,,7.03
2,1,1,3,100,33,9,9,3,1,1,50,1,2,4,3,3,5,4,4,4,5,5,4,4,2,5,3,4,4,4,2,2,1,1,4,1,4,1,1,3,2,2,3,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1.9230769231,1.125,1.5,2,4.4,3.6,7.03
2,1,1,3,100,33,9,9,3,1,1,50,2,1,4,3,3,1,3,5,5,5,5,5,4,3,5,4,5,5,5,3,1,1,2,1,1,4,1,1,1,3,1,5,1,3,1,1,3,3,3,3,1,1,3,1,1,1,,3,,1.125,2,1,5,4.2,3.52
2,1,1,3,100,33,9,9,3,1,1,50,3,2,4,4,3,3,,5,3,4,5,5,2,2,3,4,5,4,3,2,1,1,3,5,2,2,5,2,3,3,1,4,3,2,1,2,3,4,5,4,1,2,4,1,4,2,2,,2.5384615385,2.125,2.5,3.5,4.4,3.2,
2,1,1,3,100,33,9,9,3,1,1,50,3,1,4,3,1,2,3,5,5,5,5,5,4,5,4,4,5,4,4,1,1,2,2,2,1,1,4,1,1,1,2,2,1,1,2,1,1,3,5,1,1,1,4,1,1,1,1,1,1.1538461538,1.875,2,1,5,4.4,7.03
1,1,1,2,100,29,1,1,3,2,2,44,4,2,4,3,5,1,4,4,4,4,2,3,3,4,,4,2,2,4,2,2,1,2,4,2,1,2,1,1,2,3,3,1,1,1,1,1,3,3,4,2,2,5,2,2,2,3,1,2.1538461538,1.75,2.5,1.5,3.4,,7.03
1,1,1,2,100,29,1,1,3,2,2,44,4,1,4,4,2,1,4,5,5,5,5,5,4,5,3,4,4,4,4,1,4,2,3,4,1,5,3,3,5,2,2,5,3,3,2,2,5,1,5,2,2,2,4,2,3,3,2,1,3.1538461538,2.25,2.5,4,5,4,7.03
1,1,1,2,100,29,1,1,3,2,2,44,2,1,3,3,1,1,1,4,4,4,4,4,3,4,4,4,3,4,4,2,3,2,2,4,2,5,3,3,3,2,2,4,1,1,1,2,3,4,5,5,2,4,3,3,3,2,5,3,3.4615384615,1.875,3.5,3,4,3.6,3.52
1,1,1,2,100,29,1,1,3,2,2,44,3,1,2,5,3,6,2,4,2,2,4,4,2,4,3,4,3,2,4,2,5,2,3,2,2,4,1,2,2,4,2,2,2,2,3,4,4,3,3,4,4,2,2,2,1,2,4,4,3.1538461538,2.375,4,1.5,3.2,3.2,5.16
1,1,1,2,100,29,1,1,3,2,2,44,3,2,4,2,1,3,3,5,5,4,4,3,4,4,3,4,3,4,4,4,2,2,2,4,3,4,4,1,4,1,3,4,3,2,1,2,3,3,4,2,2,2,4,2,4,2,3,1,2.4615384615,2.5,2.5,4,4.2,3.6,7.03
1,1,1,2,100,29,1,1,3,2,2,44,4,2,3,2,1,3,3,4,4,4,4,4,4,4,3,4,3,3,4,3,2,2,3,3,3,3,3,2,4,2,2,3,2,3,3,2,3,3,4,4,3,3,3,2,3,2,2,1,2.5384615385,2.625,2.5,3.5,4,3.6,7.03
1,1,1,2,100,29,1,1,3,2,2,44,3,2,2,3,1,1,3,4,4,3,4,3,3,4,3,2,4,4,4,2,4,1,2,5,2,5,2,3,3,4,2,5,1,1,3,3,5,4,5,5,1,5,4,1,3,2,4,1,3.9230769231,1.75,4,3,3.6,3.2,7.03
1,1,1,2,100,29,1,1,3,2,2,44,5,1,5,5,,4,3,5,5,5,4,5,4,4,3,5,3,4,4,4,3,3,2,3,1,3,1,4,4,3,3,3,3,5,4,3,3,4,5,3,4,2,3,3,3,3,4,1,3.0769230769,2.625,3.5,3.5,4.8,3.8,7.03
1,1,1,2,100,29,1,1,3,2,2,44,2,2,4,4,1,3,4,2,5,2,4,2,3,3,3,2,2,1,4,3,2,2,2,5,1,2,2,2,3,2,2,5,1,2,2,2,3,4,2,1,4,5,5,1,2,1,1,1,2.4615384615,2,3,2.5,3,2.6,7.03
1,1,1,2,100,29,1,1,3,2,2,44,3,2,4,4,1,3,3,4,5,4,5,4,4,4,3,4,4,3,4,1,2,1,2,4,2,4,2,1,4,1,2,2,1,1,2,2,4,1,5,3,1,1,4,1,4,1,3,1,2.2307692308,1.625,1.5,4,4.4,3.8,7.03
1,1,1,2,100,29,1,1,3,2,2,44,2,1,4,4,1,1,2,4,4,4,4,4,4,4,4,4,2,4,4,1,1,1,2,4,2,2,3,2,2,3,2,4,1,2,1,2,3,3,3,2,3,3,4,2,4,2,2,,2.4615384615,1.875,2,3,4,3.6,
1,1,1,4,100,41,14,14,3,1,1,35,2,2,4,3,1,3,2,5,5,5,5,5,4,5,4,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1.2307692308,1,1,1,5,4.2,7.03
1,1,1,4,100,41,14,14,3,1,1,35,1,1,4,4,1,1,3,4,4,3,2,2,2,4,3,2,3,3,3,2,2,2,3,4,3,3,4,2,5,2,3,5,2,2,3,2,4,3,5,5,3,5,4,2,5,3,4,1,3.3076923077,2.875,2.5,5,3,2.8,7.03
1,1,1,4,100,41,14,14,3,1,1,35,2,1,3,3,2,1,4,5,5,5,5,4,4,4,4,4,3,3,2,1,4,1,2,3,1,3,1,1,1,1,1,3,1,1,1,3,4,1,3,1,3,1,3,3,3,1,3,,2.3846153846,1.375,2.5,2,4.8,3.8,
1,1,1,4,100,41,14,14,3,1,1,35,2,2,4,2,1,3,2,5,4,5,5,5,5,5,4,3,4,4,5,2,1,1,2,3,1,3,2,1,1,1,2,5,2,2,3,2,3,1,5,3,3,2,3,3,2,2,3,1,2.4615384615,2,1,1.5,4.8,4.2,7.03
1,1,1,4,100,41,14,14,3,1,1,35,1,1,4,3,1,3,3,5,5,4,5,4,4,3,3,4,4,4,4,4,3,2,2,4,3,4,3,2,3,2,2,5,2,2,2,2,4,5,5,3,2,2,4,2,4,2,3,1,2.9230769231,2.25,4,3.5,4.6,3.6,7.03
1,1,1,4,100,41,14,14,3,1,1,35,1,2,5,3,1,3,2,5,5,5,4,4,5,5,5,5,5,4,4,2,2,1,2,5,1,3,2,4,3,4,2,5,1,3,1,3,2,3,5,4,2,4,3,3,5,2,3,1,3.3846153846,1.5,2.5,4,4.6,5,7.03
1,1,1,4,100,41,14,14,3,1,1,35,1,1,5,5,1,3,4,5,5,4,3,4,3,4,3,4,4,3,3,2,1,1,1,3,2,3,1,2,1,2,1,1,1,3,1,1,2,2,2,5,1,4,1,1,1,1,2,1,2.1538461538,1.125,1.5,1,4.2,3.6,7.03
1,1,1,4,100,41,14,14,3,1,1,35,2,1,5,5,2,5,2,5,5,5,5,5,5,5,3,5,5,5,4,5,1,2,4,4,3,4,2,3,5,2,2,5,3,1,3,1,2,5,4,4,4,5,4,1,3,1,3,1,2.7692307692,2.875,3,4,5,4.6,7.03
2,1,1,1,100,34,,1,2,1,2,27,2,1,4,5,1,3,4,4,4,4,5,5,4,4,4,4,3,3,3,3,2,2,2,3,4,3,5,3,2,4,3,2,3,2,2,3,3,4,4,3,2,3,5,2,3,3,2,1,2.7692307692,2.875,3,2.5,4.4,3.8,7.03
2,1,1,1,100,34,,1,2,1,2,27,2,1,5,5,1,5,1,5,5,3,5,4,4,3,4,3,5,3,4,2,1,1,3,3,3,2,3,1,1,3,2,3,1,1,1,3,4,5,3,5,3,5,3,3,3,3,2,1,2.9230769231,2.125,3,2,4.4,3.8,7.03
2,1,1,1,100,34,,1,2,1,2,27,3,1,2,5,3,5,4,5,5,5,5,5,3,2,5,4,4,3,3,4,1,1,2,4,2,3,2,2,2,3,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,1,2.6923076923,1.625,2,2.5,5,3.6,7.03
2,1,1,1,100,34,,1,2,1,2,27,5,1,5,2,1,3,5,5,5,5,5,5,5,5,5,4,5,5,4,5,1,1,3,3,3,3,3,2,1,3,1,3,1,1,1,4,3,5,3,3,3,3,1,3,3,4,3,,2.9230769231,2,3,2,5,4.8,
2,1,1,1,100,34,,1,2,1,2,27,2,2,4,4,1,1,3,5,4,4,4,4,3,4,4,3,3,4,4,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,1,2,2,1,1,1.4615384615,1.5,2,1.5,4.2,3.4,7.03
2,1,1,1,100,34,,1,2,1,2,27,4,1,3,4,1,5,4,5,5,5,4,4,3,4,4,4,3,4,4,3,2,2,3,5,3,4,3,3,4,3,2,5,2,3,3,3,3,3,5,5,3,4,3,3,4,3,4,1,3.6153846154,2.625,2.5,4,4.6,3.6,7.03
2,1,1,1,100,34,,1,2,1,2,27,2,1,4,4,1,2,3,5,4,4,4,3,2,1,4,4,1,2,3,4,4,4,5,1,4,5,3,3,4,4,3,5,3,3,4,3,3,4,4,4,3,4,4,3,4,3,3,1,3.4615384615,3.625,4,4,4,2.4,7.03
1,2,1,3,100,31,12,8,3,1,2,18,4,2,5,4,1,1,,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,2,2,2,2,4,1,3,1,2,3,2,1,2,1,3,3,3,4,1,2,3,1,3,2,1,,2,2,3,3,5,5,
1,2,1,3,100,31,12,8,3,1,2,18,3,2,5,4,1,1,3,5,5,5,5,5,5,5,5,5,3,5,4,1,2,2,3,2,3,4,3,4,2,3,2,4,2,1,3,3,2,2,5,4,3,4,4,3,3,3,4,1,3.2307692308,2.625,2,2.5,5,4.6,7.03
1,2,1,3,100,31,12,8,3,1,2,18,3,2,5,2,1,3,4,5,5,5,5,5,5,5,3,5,5,4,5,1,2,1,2,2,2,2,2,1,2,1,2,4,2,1,1,4,3,1,5,4,2,4,5,1,3,2,1,1,2.3846153846,1.75,1.5,2.5,5,4.6,7.03
1,2,1,3,100,31,12,8,3,1,2,18,4,1,5,2,3,3,3,4,5,5,4,5,4,4,3,4,4,4,4,3,4,2,4,5,2,4,4,4,5,2,4,5,4,3,4,4,4,3,5,4,4,5,5,3,4,3,4,1,3.9230769231,3.5,3.5,4.5,4.6,3.8,7.03
1,2,1,3,100,31,12,8,3,1,2,18,3,2,5,5,1,5,2,4,5,5,4,5,5,5,3,4,4,4,5,3,1,1,1,2,1,1,3,1,1,1,1,3,1,1,1,2,2,3,2,2,1,1,3,1,2,2,1,1,1.5384615385,1.25,2,1.5,4.6,4.2,7.03
1,2,1,3,100,31,12,8,3,1,2,18,3,2,5,3,1,3,4,4,5,5,5,5,5,5,5,4,4,5,5,2,3,3,3,4,2,4,3,2,4,2,3,3,2,2,3,4,4,4,5,3,2,2,4,2,1,2,4,1,3,2.625,3.5,2.5,4.8,4.6,7.03
1,2,1,3,100,31,12,8,3,1,2,18,3,1,5,3,1,1,3,5,5,5,5,5,3,5,4,5,4,4,5,3,5,2,4,2,4,4,4,2,5,2,3,2,3,2,4,2,2,4,5,3,4,4,4,4,4,2,1,1,2.6923076923,3.5,4.5,4.5,5,4.2,7.03
1,3,2,1,100,21,7,7,3,1,2,21,1,2,5,2,1,3,3,4,4,5,5,4,5,5,4,4,4,4,4,1,4,1,2,3,2,5,2,4,3,2,3,4,3,2,3,3,3,3,5,3,1,3,3,3,3,3,2,1,3.2307692308,2.125,3.5,3,4.4,4.4,7.03
1,3,2,1,100,21,7,7,3,1,2,21,2,1,5,5,1,5,1,5,4,5,3,4,5,5,5,3,5,5,5,2,4,1,2,5,1,5,2,5,3,3,3,5,4,1,4,1,1,1,2,1,2,3,1,3,2,1,2,,3,2.375,2.5,2.5,4.2,4.6,
