Day,sales,invest_radio_updated,invst_television_updated,invst_newpaper,invst_bb,invst_bus_taxi,competition
1540,16072087,1924472.44,544502,161602.87,2581677.92,22446.15484,2479088
1541,10791265,1282266.8,509693,108882.65,1739636.4,15645.4698,3115034
1542,388107,38598.84,450718,4570.07,67918.12,1088.30124,3404563
1543,14810238,1770526.56,503757,149236.38,2382167.08,20611.51416,3435868
1544,4732329,558265.48,493025,47799.29,767617.64,7200.67428,389685
1545,3320371,385503.52,505260,33671.71,537759.36,4905.88972,3094328
1546,4649801,553161.12,474854,47209.01,757359.16,7263.73732,5189378
1547,10650286,1276822.32,524134,107425.86,1716963.76,14587.37752,3572292
1548,13002210,1556421.2,455652,130749.1,2085783.6,17758.9172,5057734
1549,13257613,1589947.56,548008,133282.13,2127810.08,18434.04916,6334011
1550,8833316,1059252.92,514125,89321.16,1426604.56,12519.97712,3600474
1551,15342141,1841774.92,505423,153819.41,2463397.56,20750.62612,6669724
1552,2409823,287377.76,425795,24529.23,392676.68,4391.96636,1082577
1553,5071678,602800.36,464183,51395.78,817804.48,7676.61496,1812604
1554,12849813,1542765.56,431140,128910.13,2063067.08,17774.75316,5340680
1555,4893422,579017.64,424917,49613.22,793535.52,7591.31704,4304266
1556,7668329,908441.48,544079,77816.29,1236056.64,11127.19428,1987504
1557,13610222,1626291.64,427460,136492.22,2188788.52,18517.49304,5524801
1558,14820204,1770645.48,541451,149031.04,2384396.64,20695.66928,3752985
1559,11359581,1362736.72,419881,114724.81,1830467.96,16490.64692,3786770
1560,3902623,457963.76,565118,39716.23,630612.68,5572.46236,436965
1561,3640617,424333.04,560114,37204.17,592634.72,5247.61444,6696923
1562,4333736,521995.32,429616,44068.36,709066.76,7119.53152,5710411
1563,10952019,1304196.28,504210,110083.19,1764480.04,14987.66508,4631217
1564,13562488,1620309.56,548012,136725.88,2177900.08,18320.48416,1502412
1565,11092679,1324655.48,488641,111691.79,1785984.64,15060.33628,3928309
1566,14959081,1795024.72,465864,150190.81,2404928.96,21223.98692,1129152
1567,3354642,393236.04,452568,34093.42,545634.72,5509.12744,4807788
1568,12018898,1443109.76,444617,121364.98,1937910.68,16631.94536,4994460
1569,2810875,332579,506198,29284.75,458958,4597.355,6188338
1570,1548693,179414.16,510854,16479.93,256071.88,3261.27476,4275460
1571,4086130,479405.6,492028,41535.3,660029.8,6363.6916,5137296
1572,4556356,540002.72,415453,46242.56,741533.96,6899.38992,4121006
1573,8717284,1036623.08,533328,88132.84,1409250.44,12379.81488,3802835
1574,15653488,1872172.56,452312,157128.88,2518834.08,21845.60416,2211863
1575,10972992,1319503.04,555847,110731.92,1761360.72,15060.34944,6796046
1576,9616797,1149625.64,411463,96797.97,1548246.52,13849.17204,3876036
1577,5288672,626629.64,453226,53277.72,861384.52,7587.04704,2408524
1578,15010734,1799092.08,496206,150610.34,2413882.44,20449.16888,4271636
1579,8212329,978303.48,414815,82656.29,1319914.64,12252.27428,6943915
1580,4713645,567731.4,456948,47554.45,759248.2,6823.0114,4449805
1581,6811793,812572.16,543061,68420.93,1103865.88,9487.56676,847237
1582,337158,38164.96,468951,4097.58,59941.28,1477.04856,6279446
1583,1228977,140612.24,479043,13236.77,207984.32,2681.24964,3489439
1584,12871144,1539167.28,558392,129314.44,2067102.04,17913.91008,4213241
1585,5754251,679892.12,532111,58549.51,930713.16,8175.61132,3321094
1586,14762166,1762917.92,429406,148575.66,2371755.56,20049.05912,6570326
1587,1328186,154113.32,515283,14144.86,217492.76,2426.20552,1404112
1588,5797676,697402.12,450875,58948.76,936606.16,8350.93232,1967401
1589,12466585,1490169.2,556611,125489.85,2003990.6,17431.8922,6503760
1590,12375032,1485972.84,465718,124342.32,1985827.12,17803.04224,3375099
1591,4782387,566319.44,551845,48682.87,769791.92,7012.75084,3366689
1592,8020246,955334.52,422431,80988.46,1291053.36,11613.72472,6020067
1593,6009038,716571.56,413791,61170.38,971079.08,8787.93016,4717363
1594,7724335,915861.2,555367,77740.35,1243289.6,11193.1222,5352962
1595,9650989,1144325.68,401679,97094.89,1551426.24,13859.30548,6433649
1596,4116861,497889.32,448741,41704.61,669168.76,6763.25652,3035630
1597,15559580,1860788.6,534128,156550.8,2504002.8,21998.6456,5133630
1598,15119240,1814604.8,429653,152264.4,2432726.4,20364.3968,771810
1599,5691201,674822.12,452695,57826.01,919962.16,8825.38532,5904054
1600,14490086,1739907.32,448302,145753.86,2324747.76,20395.91352,6004015
1601,14671573,1755836.76,465594,147052.73,2355963.68,20264.47636,3466752
1602,13136591,1576774.92,408369,132239.91,2108240.56,18143.30012,2603374
1603,9075319,1079217.28,429101,91204.19,1461634.04,12802.42108,1920010
1604,6076944,728654.28,490466,61880.44,977308.04,8709.56608,5795651
1605,10024999,1193917.88,425974,101418.99,1615936.84,14129.99868,3452880
1606,4797229,571307.48,546702,49029.29,776951.64,7251.34228,4876715
1607,13089862,1565989.44,503385,131409.62,2098686.92,18412.61784,1819185
1608,9711134,1160338.08,514481,98289.34,1569446.44,14283.69688,5428376
1609,11758455,1402909.6,564849,118669.55,1889482.8,16289.1606,6741697
1610,5725743,680928.16,531961,58112.43,921129.88,8491.98076,4410880
1611,14514127,1743297.24,447531,146107.27,2328191.32,20547.64764,1951122
1612,1756820,204727.4,408890,18168.2,290432.2,3002.0024,2828923
1613,8074316,968686.92,444263,81699.16,1299096.56,11490.09712,3725164
1614,13616674,1627559.88,527053,136870.74,2188756.84,18591.00968,2276917
1615,15480675,1846334,472919,155598.75,2490709,21425.491,4389963
1616,10185052,1222003.24,522269,102678.52,1645131.32,14380.26864,1110133
1617,7151034,857251.08,535418,72705.34,1158609.44,10565.36488,6650146
1618,10972055,1316959.6,522915,110066.55,1761482.8,15057.1126,2516690
1619,16882626,2015775.12,468432,169661.26,2715794.16,23367.06632,3014833
1620,13338876,1590361.12,545913,134053.76,2148165.16,18667.31632,3006880
1621,16162097,1927182.64,544621,162742.97,2591004.52,22155.96804,6872628
1622,6971764,835848.68,487135,70874.64,1126536.24,10106.72848,6856744
1623,4029710,482264.2,451272,40963.1,652047.6,5944.2172,4453613
1624,10967243,1305087.16,434123,110324.43,1759824.88,15505.76076,1330411
1625,5436330,637808.6,515941,54882.3,883189.8,7967.9556,5135973
1626,11363109,1366441.08,437308,114494.09,1826607.44,15643.30388,6144639
1627,8830742,1057260.04,526795,89133.42,1422826.72,12348.57944,6863517
1628,11550590,1380978.8,485397,116032.9,1855159.4,16420.7788,1006922
1629,12288653,1472245.36,482189,123506.53,1974828.48,17288.02196,3322443
1630,8237543,978716.16,536455,82745.43,1329725.88,12322.55676,4488839
1631,10747182,1290582.84,429172,108076.82,1734101.12,14884.28024,2113370
1632,8165495,965944.4,564674,82066.95,1319626.2,11407.4534,1114165
1633,8203101,980720.12,529188,82958.01,1319416.16,12226.09332,3824180
1634,13104771,1561656.52,502686,132226.71,2107455.36,18143.29772,4796230
1635,9278922,1104258.64,465818,93409.22,1490486.52,13060.17704,4029143
1636,6376450,756838,420868,64887.5,1036076,8845.914,2468300
1637,15371242,1845140.04,537873,154344.42,2468168.72,21216.03944,5190207
1638,8187158,978477.96,551803,82845.58,1319341.28,11776.04856,1378887
1639,9899509,1181925.08,540351,99872.09,1599896.44,14513.35188,6736879
1640,969058,107975.96,440028,10179.58,167848.28,2410.15656,3134824
1641,11123705,1329662.6,528143,111861.05,1788428.8,15192.2906,4953272
1642,6208556,743327.72,439208,62779.56,1001195.96,9164.29392,6608099
1643,3668837,438798.44,421149,37581.37,592877.92,6341.86484,1508080
1644,4601694,544779.28,424107,46736.94,745612.04,7196.23608,5413353
1645,12380013,1481242.56,411925,124850.13,1986119.08,17677.61716,3937543
1646,386604,38906.48,488950,4260.04,68108.64,1783.31728,6629871
1647,10528972,1265439.64,463538,106307.72,1697567.52,15145.24304,1468538
1648,6001116,718131.92,442730,60335.16,970386.56,9325.47312,2813116
1649,15632182,1873681.84,442700,157402.82,2506620.12,21559.48024,3129790
1650,5798606,699352.72,487970,58535.06,935406.96,9138.15992,3519384
1651,15905591,1896130.92,423457,159933.91,2556291.56,22296.38012,5540334
1652,12585242,1503898.04,425864,126361.42,2026138.72,17835.51944,6208280
1653,14209476,1701187.12,406760,142981.76,2284780.16,19228.50832,847528
1654,7259604,861135.48,488979,73366.04,1176540.64,10679.67728,3347018
1655,1687870,204584.4,531933,17640.7,280261.2,2648.9884,5414091
1656,5001481,589959.72,553243,51104.81,807279.96,7184.95492,6133145
1657,8085569,958485.28,404201,81431.69,1298494.04,11399.95108,6758041
1658,2970928,351809.36,532331,30408.28,483849.48,4540.62496,3289874
1659,9612312,1155403.44,520059,96465.12,1548156.92,13764.25184,2750372
1660,2825692,326773.04,486290,28654.92,464625.72,4244.91344,3911871
1661,10831690,1289485.8,464918,108882.9,1741791.4,15068.8308,221789
1662,496248,47676.76,448311,5354.48,87428.68,1668.04736,1923909
1663,10868947,1295068.64,536585,108990.47,1743846.52,15113.01004,1167424
1664,6892180,814946.6,528828,69359.8,1108617.8,10590.6776,4218261
1665,14359476,1713487.12,527447,144728.76,2313227.16,20345.50832,1902309
1666,14863436,1772886.32,454853,149297.36,2385828.76,20841.73552,5787843
1667,5858808,692965.96,491282,59193.08,951555.28,8199.62656,4395548
1668,10569431,1259391.72,505409,106570.31,1704794.96,14402.64892,6805725
1669,15529560,1852106.2,477028,156388.6,2490286.6,21099.0192,1290962
1670,1285598,147964.76,503504,13324.98,212376.68,2836.98936,4449916
1671,10457524,1254792.88,525972,105674.24,1686768.84,14257.93168,265925
1672,15828821,1890072.52,494223,159379.21,2541766.36,21924.04372,2992936
1673,10499029,1258240.48,441729,105641.29,1686013.64,15118.71828,5632472
1674,16241895,1935974.4,450013,162950.95,2604197.2,22358.3014,784496
1675,4097130,484645.6,435860,41646.3,665371.8,6484.2116,608448
1676,4224708,500532.96,483270,43292.08,685734.28,6065.61456,908943
1677,3313415,398495.8,489157,34322.15,534750.4,5133.7078,3570672
1678,6947204,823064.48,558392,70132.04,1121312.64,10122.30928,3132978
1679,4040030,486356.6,551454,40931.3,652995.8,5959.8396,1901768
1680,11200578,1339318.36,447280,112752.78,1807429.48,15906.76296,5914315
1681,12552529,1507194.48,472906,125863.29,2018742.64,17312.33828,6341684
1682,8602112,1026759.44,508005,86507.12,1390713.92,12586.78784,2079707
1683,6156105,738031.6,404240,61920.05,996312.8,9041.0586,1266481
1684,11210162,1344372.44,445193,113157.62,1798825.92,15692.41384,6144019
1685,1865350,224514,467207,19352.5,311622,3893.262,2044372
1686,3899105,462132.6,467566,39344.05,628954.8,6149.8186,870916
1687,5557302,668900.24,476983,56242.02,893353.32,8353.63864,4128458
1688,432776,38627.12,525042,5221.76,78520.16,1082.26432,6490148
1689,10133299,1217760.88,501853,101897.99,1627859.84,14862.95468,2628230
1690,11335243,1352919.16,406383,114264.43,1827416.88,16366.52076,478709
1691,6909116,825376.92,504663,70157.16,1111731.56,9996.03312,6591362
1692,4102876,488557.12,516403,41468.76,669289.16,6256.79632,2093345
1693,5561988,669975.56,558121,56460.88,898012.08,8622.82416,6800209
1694,4512724,537991.88,449707,45545.24,734408.84,6439.79568,1467658
1695,3273057,381771.84,538902,33855.57,533842.12,5340.43524,263243
1696,10261621,1218826.52,474853,103218.21,1652171.36,14575.33972,6128462
1697,9529584,1131189.08,469917,95798.84,1538631.44,13805.05088,485556
1698,3628266,423470.92,529254,37268.66,584691.56,5846.31112,1323404
1699,4231386,506079.32,546893,43191.86,688317.76,6857.42952,5266016
1700,3888531,462411.72,552833,39697.31,636265.96,6394.86092,2460987
1701,11999332,1434952.84,481657,120528.32,1927007.12,17186.11824,1930174
1702,9887088,1187154.56,440139,99441.88,1593931.08,14345.95616,2727845
1703,11246142,1339799.04,556327,113559.42,1808672.72,15412.90744,3541145
1704,4759256,562376.72,563227,48662.56,770783.96,6894.21792,4157739
1705,2850406,339948.72,430559,29455.06,467394.96,4472.53592,5039622
1706,15503038,1857276.56,438224,155947.38,2490093.08,21840.01016,789752
1707,12914729,1548198.48,449635,129654.29,2082276.64,18434.44228,4539350
1708,840770,100722.4,533124,9045.7,144206.2,1704.8164,723030
1709,1405681,153464.72,442539,14605.81,232918.96,3051.49892,172133
1710,3990437,476611.44,431285,40777.37,654045.92,6412.37684,1951046
1711,4548889,543338.68,464440,46519.89,735708.24,7503.53348,314072
1712,6216644,740191.28,548026,63033.44,1009942.04,8681.97008,784810
1713,12677847,1519785.64,486013,127595.47,2042859.52,17268.75804,3624725
1714,8301319,987511.28,452794,83889.19,1334841.04,11818.74108,1437861
1715,9305326,1113522.12,490808,93899.26,1503246.16,13226.03032,210122
1716,15496806,1855304.72,507785,155888.06,2493229.96,21520.78392,2753152
1717,12420792,1488743.04,538805,124924.92,1995306.72,17296.44544,2836731
1718,8656289,1036059.68,474824,87169.89,1394713.24,12124.30148,544470
1719,9423081,1123148.72,506075,95390.81,1517234.96,13662.46692,3185236
1720,1008847,108821.64,559433,10473.47,177045.52,2313.67804,4289298
1721,12957569,1543911.28,520344,130198.69,2085606.04,17870.99108,5477519
1722,11795370,1409997.4,543759,118856.7,1901620.2,16615.8884,2258401
1723,11027203,1310833.36,540663,111267.03,1776564.48,15309.90796,2796375
1724,5482842,646577.04,474426,55209.42,885253.72,8432.35144,5032997
1725,2415946,287744.52,555810,24561.46,401828.36,3842.04872,3521762
1726,8765951,1047512.12,517521,88549.51,1417262.16,12459.05532,558504
1727,7054567,834207.04,517748,71136.67,1135353.72,10287.02844,5811415
1728,9350246,1113091.52,440612,94123.46,1503828.36,13680.32472,5106173
1729,4264042,499539.04,469601,43672.42,688434.72,6100.53544,3345921
1730,11704685,1396845.2,525118,118224.85,1885176.6,16474.1842,3495491
1731,5384382,645689.84,500497,54207.82,875775.12,8546.38424,4729866
1732,16755102,2007914.24,498963,168196.02,2692440.32,23337.73464,3098109
1733,721321,76205.52,493170,8320.21,120505.36,2017.14372,1661950
1734,383186,41391.32,420394,4377.86,66092.76,1679.80552,3158454
1735,10362899,1238693.88,444326,104430.99,1673784.84,14988.02668,5602272
1736,15588820,1864539.4,519691,156529.2,2500122.2,20983.2424,4074131
1737,16184833,1929385.96,515044,162889.33,2597955.28,22569.97956,246442
1738,12950758,1547014.96,465030,130346.58,2085946.28,18505.00056,3871054
1739,9880286,1181250.32,543285,99595.86,1589834.76,13988.97752,1896902
1740,7808141,925507.92,441234,78437.41,1261082.56,11666.74612,5656335
1741,8523531,1022992.72,542447,85946.31,1379612.96,11958.06092,4166867
1742,6613509,788767.08,434486,66557.09,1068041.44,9230.83188,5118617
1743,16935097,2021958.64,546795,170154.97,2719254.52,23082.32804,6585608
1744,13769264,1641242.68,499177,138580.64,2212461.24,18760.42848,1390470
1745,6964055,827418.6,442847,70634.55,1122046.8,10360.5526,3867700
1746,16340574,1962733.88,426521,163747.74,2620405.84,23021.55768,4677350
1747,10028258,1197636.96,561351,100609.58,1610522.28,14350.30056,4050501
1748,15932826,1912546.12,443442,160275.26,2554832.16,22507.33032,2334570
1749,15203469,1818091.28,473866,153224.69,2443151.04,20662.57908,812104
1750,6033778,725711.36,564096,60896.78,972356.48,8988.58696,1913331
1751,10741714,1288276.68,412556,108267.14,1728208.24,15103.06248,6965692
1752,3337263,391713.56,468888,34421.63,538764.08,5869.18716,1166263
1753,5947450,708746,509189,59781.5,961736,8943.634,4464582
1754,15999551,1914666.12,464626,161124.51,2573516.16,21886.40732,4846733
1755,14795610,1770058.2,524077,149075.1,2379646.6,20742.2052,2144367
1756,7734518,925198.16,400605,78299.18,1245933.88,11702.56376,2340696
1757,3942005,463195.6,567748,40550.05,635545.8,6494.4466,6141863
1758,9579336,1141458.32,494108,96763.36,1541819.76,13484.72352,2382893
1759,505614,47244.68,468102,5637.14,92572.24,1491.41048,1257986
1760,11165676,1341470.12,446042,112414.76,1791277.16,15937.69232,3940431
1761,16836380,2010620.6,489088,169077.8,2701463.8,22702.0216,4459904
1762,9659808,1145090.96,428165,97015.08,1551668.28,13564.94656,6372341
1763,2523805,304319.6,543716,25910.05,417022.8,4726.4226,4160302
1764,8940133,1063345.96,488913,90455.33,1440665.28,13013.97556,2752095
1765,3839367,454445.04,507332,39021.67,620167.72,6462.96444,5362300
1766,3671384,428506.08,417760,37539.84,593883.44,5920.22688,6900209
1767,13709487,1644547.44,507134,137533.87,2208769.92,18840.52284,3821916
1768,7612687,912569.44,439997,76486.87,1229210.92,10741.74684,5136708
1769,15314792,1834355.04,405097,153670.92,2464552.72,21202.52544,4187939
1770,14363831,1716137.72,562532,144441.31,2309781.96,19555.25692,2041249
1771,12425687,1488413.44,515622,125425.87,1992535.92,17714.90684,310737
1772,8907001,1055406.12,541146,89801.01,1438442.16,12612.24132,3643856
1773,6421938,768198.56,496451,64869.38,1037694.08,9469.95816,5375509
1774,9695409,1159146.08,449398,97608.09,1564855.44,13283.93988,3338022
1775,5399755,648238.6,452498,54894.55,870032.8,8158.6766,5571797
1776,16136794,1933608.28,516943,162099.94,2587468.04,22609.56808,5021244
1777,3203884,379267.08,540779,32689.84,523429.44,5242.12688,4626911
1778,2036805,235711.6,500506,21228.05,333369.8,3978.5826,4445116
1779,14463487,1727057.44,534449,145033.87,2321815.92,19513.80284,1717346
1780,11133238,1334495.56,534057,112187.38,1787084.08,15431.87416,2450161
1781,5795486,690182.32,545426,58750.86,932306.76,8290.04152,5903727
1782,2574529,305680.48,559170,26873.29,420030.64,4732.37828,5512676
1783,8182907,977879.84,559460,82485.07,1315567.12,11612.43724,6418797
1784,15097744,1796491.28,429009,151872.44,2425543.04,20818.02208,664455
1785,13500602,1621458.24,469468,135455.02,2172980.32,19215.79464,6763437
1786,11911269,1417866.28,531264,119532.69,1910264.04,16533.87508,5305647
1787,4982031,591135.72,439113,50147.31,810041.96,7439.28092,2066994
1788,3880039,461297.68,414614,39392.39,627685.24,6120.65148,4828230
1789,9308735,1109955.2,423406,93832.35,1503369.6,12897.5302,6276655
1790,16363671,1959296.52,549384,164710.71,2631761.36,22342.04572,2891015
1791,5095303,603017.36,405090,51969.03,827576.48,7403.79996,6998663
1792,1533610,174801.2,402899,16086.1,254353.6,2809.3652,4845181
1793,7001513,836428.56,556418,70637.13,1132958.08,9769.99716,4625039
1794,926957,107545.84,509129,10324.57,156667.12,1697.58324,425923
1795,6110536,728164.32,522696,61467.36,986804.76,9173.90752,4067834
1796,14120373,1691019.76,519668,141977.73,2266003.68,19268.89236,6544429
1797,6293906,753883.72,510581,63240.06,1022596.96,9185.95592,1886429
1798,14164410,1702716.2,528995,142816.1,2280958.6,19369.0212,4398095
1799,13657817,1625052.04,523657,137646.17,2195402.72,18892.31844,856394
1800,14135595,1696216.4,472625,141945.95,2267415.2,19780.9854,2655519
1801,14005806,1673977.72,465040,141210.06,2253419.96,19897.66392,6172251
1802,14742647,1756902.64,443009,148540.47,2364240.52,20692.29404,2326980
1803,6665234,799927.08,469091,67341.34,1080745.44,9779.10888,3218318
1804,13886335,1665717.2,504638,139175.35,2226001.6,19307.9622,2439208
1805,10128274,1205229.88,421015,102196.74,1634144.84,14225.32168,6592871
1806,6986823,835179.76,515297,70769.23,1132676.68,9927.60636,2800193
1807,11180526,1329971.12,556196,112987.26,1800935.16,15332.29432,1699236
1808,16605439,1993245.68,428128,166681.39,2671007.24,23161.17948,1929553
1809,2856865,338463.8,540387,29653.65,464790.4,4441.0618,5806513
1810,7673884,910652.08,420492,77600.84,1240657.44,10710.52688,544129
1811,2706383,324160.96,487653,27483.83,444296.28,4658.42556,6168782
1812,14515420,1728837.4,405584,145838.2,2333538.2,19929.3544,1579900
1813,13539456,1622428.72,544515,135902.56,2175042.96,19265.08192,751323
1814,1254725,140252,429288,13699.25,214196,2089.237,2261293
1815,12883658,1538651.96,415723,129471.58,2066690.28,18445.42856,5849471
1816,12124706,1443971.72,475440,121567.06,1945963.96,17319.61192,4101398
1817,13796206,1649142.72,434077,138388.06,2220665.96,19494.99192,4376956
1818,6529450,777374,406827,65650.5,1059455,9529.874,6084171
1819,8358502,1002508.24,504982,84551.02,1351317.32,12178.22264,6430486
1820,13553076,1628669.12,523557,136685.76,2176050.16,18522.06032,1108895
1821,16395339,1964859.68,480835,164347.39,2635832.24,22588.84748,5954131
1822,11739767,1396290.04,490435,118491.67,1883904.72,16995.49244,3403532
1823,16125682,1934474.84,451453,161744.82,2592460.12,21759.90024,2282849
1824,12627108,1509887.96,444526,126678.08,2028359.28,17252.78256,345788
1825,12012080,1429046.6,512619,120939.8,1929956.8,17006.9456,4209064
1826,2965710,354010.2,415649,30230.1,480002.6,4566.7372,365141
1827,12303403,1464793.36,554137,123728.03,1976271.48,17026.49196,3366686
1828,1144241,129000.92,476472,12236.41,193217.56,2981.39812,6977083
1829,10375603,1244997.36,461646,104286.03,1665163.48,14216.79596,3398216
1830,14774531,1764988.72,466116,148367.31,2370595.96,20356.38092,6113658
1831,5920812,702687.44,503505,59780.12,953849.92,8224.47184,3758105
1832,2392877,277759.24,452977,24322.77,398018.32,3636.59764,3853967
1833,6161633,726578.96,531583,62134.33,1001815.28,9315.35556,803190
1834,7772849,931285.88,486145,78090.49,1253868.84,11656.16068,2600062
1835,5853935,700206.2,400583,59716.35,944745.6,9091.1942,455219
1836,4634848,546836.76,538536,46958.48,752492.68,6595.99936,4643247
1837,12232587,1461305.44,417863,123522.87,1961521.92,16889.01484,5834725
1838,177892,16870.04,448138,2085.92,42509.72,1439.81744,1546297
1839,1029005,113200.6,527821,11317.05,170321.8,2852.2866,198022
1840,12121042,1458504.04,456668,121983.42,1951335.72,17057.77544,1288944
1841,3154083,370302.96,505433,32469.83,512688.28,5408.38956,510938
1842,7727474,928488.88,455242,77746.74,1242336.84,10975.26568,513954
1843,13767013,1638587.56,499517,138782.13,2210322.08,19269.45716,3160897
1844,9614905,1148830.6,526323,96598.05,1553426.8,13237.6746,1320505
1845,11741814,1398094.68,538608,117816.14,1887163.24,16106.19448,4069718
1846,15028662,1796522.44,445261,151233.62,2417602.92,21274.83384,3429178
1847,7550709,893403.08,436155,76029.09,1214967.44,10858.93588,5596271
1848,7049329,839745.48,517934,71464.29,1138287.64,10352.11428,6443978
1849,13009886,1553718.32,473694,130547.86,2091414.76,18562.04952,6992800
1850,10606738,1265909.56,508918,106974.38,1706295.08,15317.89416,947039
1851,505791,56528.92,547895,5664.91,84971.56,1687.64412,3478153
1852,14749635,1768523.2,430024,148134.35,2375007.6,20722.5182,2353720
1853,5524702,650404.24,420552,56030.02,891024.32,7834.60664,5907105
1854,2625251,319186.12,464143,26592.51,435015.16,4850.33132,5552118
1855,16195948,1941243.76,498511,162314.48,2598178.68,21841.65136,1780179
1856,9385875,1114070,508358,94407.75,1516910,13636.355,6783303
1857,1959911,227625.32,482836,20599.11,327810.76,3475.08252,2841453
1858,16166133,1929157.96,549122,162540.33,2594502.28,21787.29556,4063375
1859,4824789,574113.68,448188,48728.89,783832.24,7472.72148,884711
1860,15465460,1844975.2,425023,155827.6,2480103.6,20900.4072,5582163
1861,3913067,463547.04,489983,40154.67,639807.72,5792.24844,5175814
1862,13794331,1656408.72,508315,138454.31,2219916.96,18798.51692,602113
1863,9952064,1187964.68,556086,100696.64,1607317.24,13723.72448,1407385
1864,9270170,1099647.4,494135,93089.7,1489078.2,13512.6244,6584216
1865,2759056,320373.72,502466,28472.56,449346.96,4969.95392,1063398
1866,5179245,623649.4,473164,52594.45,838470.2,7587.6034,4465983
1867,3260614,378408.68,541290,33486.14,535026.24,5255.01048,5863278
1868,2246768,267449.16,466589,22988.68,366334.88,4392.73376,430494
1869,16806460,2018265.2,423555,168685.6,2699881.6,23395.5272,3951421
1870,13378211,1595668.32,538264,134663.11,2149732.76,18961.23852,2355006
1871,11836838,1422292.56,436834,118885.38,1900131.08,16433.62616,581809
1872,351710,36093.2,496454,4366.1,65829.6,1041.2572,862588
1873,10626744,1265493.28,431917,107170.44,1707202.04,14851.30208,997481
1874,2726790,324569.8,458898,28082.9,441125.4,4115.3628,6764628
1875,6669885,799430.2,412542,67325.85,1075849.6,10113.2482,3535225
1876,6913342,830593.04,442737,69777.42,1115097.72,9623.61144,2118696
1877,6236610,743096.2,511195,62962.1,1007997.6,9397.3252,4598565
1878,13175626,1577085.12,541119,132410.26,2120350.16,18867.82632,5485006
1879,9256798,1110317.76,561361,93535.98,1496596.68,13497.97336,3784410
1880,4689258,563308.96,482810,47416.58,755232.28,7559.82056,6919259
1881,9943298,1179503.76,505387,99890.98,1604055.68,14315.15336,6512156
1882,6362728,762458.36,548718,64561.28,1028754.48,8806.80096,1823625
1883,9606852,1150283.24,472769,96372.52,1550415.32,14036.04464,2675373
1884,14208907,1695085.84,565237,142986.07,2281106.12,19941.75724,4616253
1885,14965115,1795689.8,455944,150257.15,2405515.4,20996.9518,3198309
1886,10951866,1307902.92,549591,110489.66,1762225.56,15359.46312,5160986
1887,7691143,925646.16,535319,77470.43,1245548.88,10977.30876,6846994
1888,15498003,1846535.36,400272,155834.03,2490745.48,21063.36396,1603153
1889,9643340,1152325.8,471682,96762.4,1555596.4,13846.2088,1803871
1890,6429310,762416.2,565481,64947.1,1043654.6,9468.6892,4263157
1891,10364802,1236585.24,497823,104415.02,1668263.32,14804.53864,1281437
1892,9213883,1104182.96,467304,92919.83,1484604.28,13565.32556,1996094
1893,8355456,1004076.72,405977,84322.56,1347966.96,12411.20192,1993264
1894,12538568,1492438.16,568460,126553.68,2012458.88,18023.90976,1883628
1895,741345,83800.4,413343,7964.45,127891.2,2105.5754,6201183
1896,8323498,993679.76,555729,83894.98,1345920.68,12344.01736,5109366
1897,5897639,704373.68,477294,60045.39,954801.24,8753.88348,616149
1898,14496120,1737667.4,439988,145415.2,2323411.2,19904.8784,5884781
1899,14335211,1718385.32,542581,143735.11,2303138.76,20162.47852,186744
1900,8827272,1048481.64,504889,89407.72,1421197.52,12722.99904,227901
1901,233530,19270.6,413569,2839.3,48385.8,719.2596,5437655
1902,13271692,1594804.04,521420,133660.92,2135485.72,18184.63344,769927
1903,13633694,1631521.28,491963,137295.94,2197375.04,18649.47608,524174
1904,7907645,936351.4,490437,79745.45,1272771.2,11915.0914,6043099
1905,12326291,1468383.92,501935,124369.91,1977751.56,16708.70412,4631595
1906,9641238,1156863.56,495859,96998.38,1556764.08,13573.43416,1960650
1907,4853500,577717,516735,48926,789426,7045.62,3322107
1908,16820940,2013432.8,499978,168659.4,2704150.4,23233.6408,2624964
1909,3902285,457269.2,499749,39991.85,633782.6,6641.0162,6134821
1910,16566808,1985106.96,504189,166670.08,2660041.28,22356.18656,4587155
1911,1169183,133766.96,448899,12885.83,192293.28,2066.32156,6013792
1912,7602272,904268.64,467940,76582.72,1222317.52,11178.99904,5003790
1913,8506020,1020696.4,532979,85396.2,1371355.2,12062.9464,1431837
1914,4465566,524024.92,502439,45576.66,723263.56,6720.54712,2381804
1915,11829864,1417743.68,490097,118889.64,1905577.24,16486.42048,1687419
1916,15976974,1916545.88,529044,160929.74,2566175.84,21813.60568,4510223
1917,11497351,1369140.12,476723,115671.51,1847568.16,16528.50332,2075646
1918,14075690,1678029.8,514924,141799.9,2261860.4,19782.9108,6462665
1919,8213932,973444.84,496778,82913.32,1328652.12,11509.39024,5458120
1920,5922322,699075.64,445057,59900.22,952666.52,8703.46504,1474600
1921,15819242,1888539.04,472615,158979.42,2538828.72,21619.39944,4536118
1922,10852590,1293506.8,547508,109429.9,1751445.4,14882.4188,4695540
1923,659060,73267.2,476673,7339.6,116546.6,2009.9592,467224
1924,16639341,1986475.92,488784,166801.41,2675487.56,22966.93012,5275219
1925,10940246,1311957.52,541991,110319.46,1755110.36,15066.12472,3970973
1926,1952745,229499.4,536149,20205.45,317684.2,3791.6234,3580513
1927,9941641,1186654.92,412408,99901.41,1597703.56,14178.96612,1193128
