Firm_id,Sales,Sales1,Price,Promotion,Distribution,customer_satisfaction,competition,total_employee,age
469,-2896442.786,2896442.79,577,15,1754,7,10,2604,13
470,-515046.9926,515046.99,324,3,1795,4,15,7782,19
471,5457754.497,5457754.5,420,20,653,1,18,3315,15
472,5206520.007,5206520.01,305,11,839,6,14,4298,18
473,1127891.241,1127891.24,430,19,1426,2,12,4113,7
474,6306940.999,6306941,644,16,532,7,2,4063,16
475,6326540.688,6326540.69,732,2,841,6,12,6391,18
476,3353798.886,3353798.89,593,8,1288,1,8,6163,8
477,-384022.6935,384022.69,790,13,1795,3,2,7929,14
478,8079137.59,8079137.59,748,6,559,6,2,7469,8
479,-1911815.814,1911815.81,327,14,1659,4,10,2634,11
480,-4417479.243,4417479.24,453,12,1991,5,13,4833,5
481,-1272377.809,1272377.81,482,0,1650,1,15,3779,20
482,1791580.674,1791580.67,462,12,1341,7,12,4011,20
483,2740923.125,2740923.13,596,20,1428,1,11,7014,4
484,6574945.928,6574945.93,513,11,627,6,19,5156,8
485,420100.9965,420101,727,20,1640,2,4,6404,7
486,3785173.99,3785173.99,474,12,974,7,6,3031,9
487,5170790.224,5170790.22,651,4,1003,5,9,5893,16
488,333586.2101,333586.21,526,19,1562,1,9,4916,8
489,4572857.977,4572857.98,768,16,908,3,19,3804,6
490,4542893.475,4542893.48,741,12,1198,3,6,7000,20
491,3584214.171,3584214.17,460,18,1166,2,2,4858,9
492,7186662.555,7186662.56,615,18,550,7,18,5710,14
493,5541367.57,5541367.57,685,7,882,6,13,5317,15
494,5494175.332,5494175.33,709,19,922,2,11,5556,5
495,-1274919.702,1274919.7,713,20,1867,6,19,7693,14
496,6605077.621,6605077.62,427,0,529,2,14,4815,4
497,3590765.86,3590765.86,715,4,931,5,8,2359,13
498,5141871.904,5141871.9,640,14,737,3,12,3375,10
499,6438644.134,6438644.13,629,16,924,5,8,7232,13
500,2261304.203,2261304.2,350,0,1176,7,17,2751,5
501,-1299576.193,1299576.19,472,0,1803,6,14,6549,19
502,6465567.913,6465567.91,484,5,551,7,17,4564,8
503,3531630.079,3531630.08,710,4,1339,7,6,7149,17
504,4717661.412,4717661.41,742,16,757,3,20,2751,20
505,7749084.131,7749084.13,301,16,664,7,6,7411,10
506,1959426.659,1959426.66,707,11,1569,3,2,7964,12
507,4833239.572,4833239.57,457,13,979,2,4,4996,14
508,3029189.159,3029189.16,340,0,1119,5,9,3438,9
509,-2551263.552,2551263.55,647,1,1775,6,17,3778,9
510,4065097.793,4065097.79,317,4,1270,7,4,7128,17
511,4618842.05,4618842.05,537,3,761,3,6,2728,17
512,5758233.562,5758233.56,520,17,1072,1,19,7636,3
513,3560918.513,3560918.51,443,10,1333,3,5,7121,3
514,3531285.827,3531285.83,420,13,1012,2,16,3038,11
515,2070969.241,2070969.24,397,18,1227,7,7,2880,16
516,1461291.171,1461291.17,323,9,1371,3,12,3948,17
517,-3420163.135,3420163.14,330,12,1956,3,2,5868,3
518,5005486.908,5005486.91,658,20,1185,2,7,7597,17
519,2634478.772,2634478.77,490,16,1244,2,17,4197,15
520,1424206.599,1424206.6,477,8,1259,2,14,2326,13
521,-2465063.409,2465063.41,493,11,1734,6,10,3046,6
522,648943.6391,648943.64,603,6,1397,7,11,2880,3
523,7460368.454,7460368.45,525,6,795,5,7,7995,9
524,5018554.362,5018554.36,394,11,898,6,18,4503,12
525,5198175.767,5198175.77,590,19,541,4,7,2164,6
526,4086802.107,4086802.11,609,5,1082,2,18,4878,10
527,-2862554.399,2862554.4,312,20,1974,1,14,7191,19
528,-3499196.295,3499196.3,667,16,1947,3,13,5493,14
529,3028717.773,3028717.77,602,2,1124,6,11,3457,18
530,7281372.963,7281372.96,402,0,605,2,11,6432,10
531,3907689.828,3907689.83,376,6,1151,2,8,5368,5
532,-2028539.934,2028539.93,612,2,1646,7,4,2270,6
533,2915071.078,2915071.08,595,16,1211,3,2,4251,3
534,-1402694.584,1402694.58,549,15,1604,5,3,2528,19
535,1946841.89,1946841.89,452,11,1435,3,19,5766,14
536,-5374995.322,5374995.32,702,0,1995,2,15,3368,19
537,2180660.417,2180660.42,598,17,1402,1,13,5641,16
538,4351396.099,4351396.1,707,14,1081,2,13,5239,20
539,4547053.727,4547053.73,683,10,796,6,20,2781,13
540,1586451.966,1586451.97,708,15,1428,2,12,4998,4
541,4435468.856,4435468.86,464,18,1041,5,17,4876,4
542,4490559.821,4490559.82,693,14,1280,7,11,7930,13
543,3113553.751,3113553.75,723,8,1332,2,19,6342,15
544,1028872.296,1028872.3,719,17,1346,5,12,2716,11
545,4786548.123,4786548.12,402,14,1170,7,5,7007,18
546,2713300.237,2713300.24,324,19,1401,5,18,6507,9
547,2197050.284,2197050.28,336,1,1208,2,18,3098,10
548,5123125.593,5123125.59,443,9,791,4,3,3799,4
549,3205660.805,3205660.81,385,17,1159,3,10,4102,5
550,3632791.826,3632791.83,675,1,993,4,19,3114,5
551,-160048.6062,160048.61,525,9,1771,3,13,7898,19
552,-638263.41,638263.41,537,9,1524,7,5,2566,8
553,4487444.078,4487444.08,417,5,1249,1,2,7662,20
554,733101.3339,733101.33,377,2,1641,6,13,7091,19
555,1780766.249,1780766.25,762,10,1235,1,4,2632,8
556,5930630.167,5930630.17,716,7,828,5,5,5545,8
557,7113989.564,7113989.56,629,11,812,5,13,7479,4
558,888699.3346,888699.33,533,1,1538,2,14,5664,3
559,6990191.752,6990191.75,405,10,726,2,18,6631,8
560,1718998.446,1718998.45,538,12,1375,6,6,4400,8
561,735207.9091,735207.91,466,6,1345,2,9,2331,3
562,5088622.323,5088622.32,495,1,862,6,17,4393,15
563,-638061.5629,638061.56,346,11,1807,6,7,7702,6
564,5981929.499,5981929.5,773,0,935,4,5,6693,16
565,5469864.791,5469864.79,356,0,638,7,7,3348,13
566,1823096.454,1823096.45,744,20,1309,3,13,3598,10
567,5311181.968,5311181.97,502,5,844,5,17,4607,10
568,-1114577.431,1114577.43,425,9,1743,2,17,5688,10
569,2908321.43,2908321.43,633,14,1049,5,4,2282,7
570,-2844096.021,2844096.02,529,11,1857,7,3,4774,5
571,-1237124.695,1237124.7,667,16,1873,5,12,7938,5
572,4035834.746,4035834.75,686,2,1227,7,12,6522,20
573,1090083.713,1090083.71,369,13,1418,1,18,3986,19
574,4088747.755,4088747.76,563,9,1032,7,11,4208,16
575,4396917.038,4396917.04,332,17,1072,5,11,5154,12
576,946963.9779,946963.98,554,20,1420,2,9,3688,8
577,2994122.755,2994122.76,404,13,1254,5,15,4954,18
578,5511393.148,5511393.15,395,9,975,1,16,6223,6
579,-506875.7508,506875.75,655,10,1545,7,18,3139,16
580,-2026406.093,2026406.09,524,6,1911,2,8,7451,16
581,6878941.05,6878941.05,589,18,549,4,16,5201,10
582,3273772.914,3273772.91,692,17,1116,5,17,3674,11
583,2154757.705,2154757.71,437,17,1291,7,5,3905,11
584,397969.9586,397969.96,573,18,1598,4,4,5608,17
585,2252096.204,2252096.2,355,19,1129,1,10,2047,11
586,1153969.243,1153969.24,739,11,1648,2,2,7927,16
587,-2949939.435,2949939.44,678,14,1776,3,19,3002,12
588,2850854.23,2850854.23,348,9,1400,1,4,6880,7
589,-3461297.504,3461297.5,664,8,1853,1,9,3707,8
590,6225690.462,6225690.46,320,13,983,6,15,7460,15
591,7973716.361,7973716.36,586,2,594,3,17,7563,13
592,1072407.949,1072407.95,362,19,1361,7,8,2958,19
593,-1302063.431,1302063.43,688,0,1693,1,19,4516,15
594,3665384.937,3665384.94,368,11,1318,6,13,7039,12
595,-1047251.795,1047251.8,385,0,1709,5,19,5214,12
596,3540261.127,3540261.13,735,12,1117,2,6,4236,18
597,2404180.245,2404180.25,722,13,1124,5,16,2265,8
598,3931894.563,3931894.56,495,8,895,7,11,2557,13
599,3468880.262,3468880.26,753,5,991,6,14,2730,9
600,-4260063.153,4260063.15,661,3,1996,7,9,5276,11
601,5541994.131,5541994.13,649,7,954,4,16,6039,12
602,3665113.65,3665113.65,463,5,1177,7,14,5197,15
603,1515535.434,1515535.43,336,6,1340,1,12,3651,13
604,-468544.7919,468544.79,743,17,1707,2,17,6083,7
605,1110755.777,1110755.78,768,17,1391,5,6,3520,14
606,-1389827.355,1389827.36,404,5,1723,7,2,4782,14
607,-1050425.577,1050425.58,495,12,1820,5,17,7226,19
608,2409344.15,2409344.15,715,11,1295,3,10,4529,7
609,-1181297.311,1181297.31,603,1,1697,1,13,4790,17
610,4950066.344,4950066.34,503,18,1140,2,20,6969,13
611,-1271032.16,1271032.16,685,7,1616,6,8,3045,10
612,-3679010.319,3679010.32,775,5,1825,6,6,2716,9
613,-3537075.516,3537075.52,325,3,1834,1,12,3235,13
614,6351906.133,6351906.13,591,7,833,5,9,6341,4
615,-2252170.845,2252170.85,785,2,1694,7,2,2738,16
616,-1954205.737,1954205.74,421,19,1640,3,8,2186,7
617,5570203.406,5570203.41,793,5,1047,1,6,7123,13
618,5134077.428,5134077.43,365,12,1176,2,7,7797,5
619,126052.9707,126052.97,682,4,1623,5,20,5691,18
620,1250946.227,1250946.23,587,5,1527,7,6,6003,16
621,6333044.103,6333044.1,739,16,850,2,10,6411,3
622,5135143.424,5135143.42,544,4,907,7,5,4840,16
623,5640222.396,5640222.4,464,19,1064,2,19,7299,9
624,1736088.567,1736088.57,579,6,1242,3,10,2661,7
625,-3530474.214,3530474.21,634,1,1852,1,2,3623,16
626,3868165.933,3868165.93,695,8,1213,1,13,6064,20
627,2106504.546,2106504.55,727,2,1212,7,12,2904,16
628,6626425.862,6626425.86,435,0,518,1,4,4802,9
629,-477760.2712,477760.27,688,20,1679,7,18,5448,15
630,2299446.454,2299446.45,744,7,1348,6,5,5075,17
631,-4271025.581,4271025.58,751,2,1970,6,12,4721,3
632,-3296461.324,3296461.32,319,2,1992,6,15,6927,9
633,-4427444.5,4427444.5,559,10,1868,4,10,2239,7
634,5676932.071,5676932.07,523,14,748,7,4,4345,17
635,5615222.924,5615222.92,610,16,844,5,10,5041,6
636,5348769.232,5348769.23,498,2,642,1,14,3226,9
637,7074415.866,7074415.87,497,15,650,3,8,6177,20
638,7091640.273,7091640.27,676,1,620,5,19,6134,17
639,5082326.343,5082326.34,780,17,790,3,2,3652,8
640,-3984259.512,3984259.51,458,5,1857,3,13,2864,8
641,7591200.506,7591200.51,445,5,708,7,5,7535,17
642,-5761266.315,5761266.32,426,16,1998,6,8,2546,6
643,609153.7873,609153.79,735,6,1564,7,6,5473,18
644,7368163.576,7368163.58,771,19,824,5,5,7953,3
645,-730770.4,730770.4,800,7,1781,5,6,7073,13
646,-1591042.953,1591042.95,694,19,1882,7,20,7442,7
647,3618221.362,3618221.36,331,3,1383,6,2,7976,9
648,81169.94105,81169.94,723,9,1405,3,4,2003,17
649,-1018607.763,1018607.76,609,2,1576,5,5,2860,10
650,-4782587.85,4782587.85,504,7,1945,5,15,3235,10
651,-2367497.516,2367497.52,640,4,1816,2,20,4929,17
652,-946340.5152,946340.52,511,13,1743,2,4,5939,14
653,1893466.156,1893466.16,738,1,1454,4,18,6052,14
654,-3932070.318,3932070.32,457,5,1924,3,4,4342,8
655,7255788.497,7255788.5,694,9,686,6,11,6773,3
656,-3775598.899,3775598.9,534,15,1819,2,7,2386,5
657,1964629.93,1964629.93,726,14,1293,1,10,3701,18
658,-2119087.927,2119087.93,580,8,1747,4,3,3961,5
659,4161207.276,4161207.28,527,20,937,1,16,3331,18
660,3746377.826,3746377.83,393,7,1234,1,15,6143,8
661,4812223.238,4812223.24,491,20,967,5,12,4732,16
662,4663476.928,4663476.93,732,1,750,5,17,2722,15
663,5763490.706,5763490.71,719,9,913,4,2,6002,17
664,-1296584.182,1296584.18,543,8,1584,5,3,2444,10
665,6925448.331,6925448.33,386,20,602,3,8,5568,18
666,1006138.599,1006138.6,603,12,1520,4,13,5439,3
667,916504.2831,916504.28,706,2,1504,7,4,5059,17
668,1234136.901,1234136.9,301,14,1318,3,14,2728,20
669,-5544507.384,5544507.38,445,0,1955,1,10,2209,20
670,7701819.983,7701819.98,632,14,645,2,18,7287,19
671,2461324.656,2461324.66,634,15,1222,1,4,3612,20
672,-1168923.162,1168923.16,702,17,1569,3,11,2360,8
673,5095438.018,5095438.02,606,3,857,4,18,4377,4
674,-640570.3923,640570.39,565,5,1538,7,15,2839,7
675,6205123.888,6205123.89,532,4,553,6,11,4128,14
676,-1894288.183,1894288.18,694,19,1816,4,9,5595,15
677,5120187.313,5120187.31,613,0,1037,2,11,6258,6
678,5391144.378,5391144.38,639,8,959,2,20,5842,10
679,5411241.7,5411241.7,633,14,746,3,5,3914,15
680,-442594.975,442594.98,700,10,1755,6,5,7043,8
681,4082760.284,4082760.28,525,10,1198,7,20,6167,5
682,-216222.0885,216222.09,690,2,1517,4,3,3308,8
683,1347910.23,1347910.23,559,13,1401,3,15,4168,5
684,1878265.043,1878265.04,391,16,1461,4,9,5985,15
685,-5850208.694,5850208.69,319,20,1992,3,20,2257,16
686,-835075.1967,835075.2,421,9,1602,4,13,3587,6
687,7208932.681,7208932.68,397,13,647,1,3,6444,15
688,3490953.845,3490953.85,333,13,987,5,13,2664,8
689,4899984.464,4899984.46,336,0,651,4,4,2459,13
690,2531888.049,2531888.05,414,12,1266,6,18,4305,3
691,4721767.931,4721767.93,427,12,823,4,19,3318,20
692,-4427969.417,4427969.42,306,14,1935,7,3,3546,17
693,7221591.107,7221591.11,631,14,592,4,11,6079,18
694,3749535.852,3749535.85,361,2,1294,6,2,6940,5
695,5817454.611,5817454.61,545,3,634,4,13,3958,7
696,-1135424.922,1135424.92,532,1,1787,2,16,6571,19
697,5742330.971,5742330.97,534,17,760,3,16,4588,13
698,7120093.19,7120093.19,504,5,586,1,12,5999,9
699,-3149277.194,3149277.19,738,1,1970,3,5,6759,4
700,-3342077.825,3342077.83,733,5,1935,1,3,5641,18
701,3356984.004,3356984,577,11,1193,3,13,4845,18
702,2766133.746,2766133.75,508,17,1252,5,6,4486,11
703,7797981.611,7797981.61,682,14,647,6,9,7415,16
704,-2191132.385,2191132.39,596,12,1937,4,6,7621,17
705,4477090.632,4477090.63,572,0,915,2,19,3871,4
706,2053700.81,2053700.81,378,1,1158,5,10,2160,20
707,-38964.53335,38964.53,779,9,1671,3,19,6246,7
708,2365482.019,2365482.02,614,20,1234,1,19,3567,11
709,2093376.326,2093376.33,549,16,1148,1,12,2026,9
710,5726176.451,5726176.45,671,3,1043,4,2,7334,12
711,3927627.615,3927627.62,363,18,876,5,3,2308,6
712,-3529040.023,3529040.02,387,1,1808,6,10,2688,6
713,7529344.901,7529344.9,512,12,556,2,10,6472,13
714,4578232.99,4578232.99,570,11,1178,7,9,6767,19
715,-2532361.822,2532361.82,513,15,1936,3,7,6989,5
716,5841302.879,5841302.88,436,3,752,4,4,4821,9
717,-2641692.946,2641692.95,303,18,1770,2,17,3407,13
718,5617408.445,5617408.45,752,0,820,7,5,4963,8
719,6177338.721,6177338.72,619,2,941,2,4,7107,14
720,-3266289.214,3266289.21,338,4,1891,3,17,4850,7
721,5898490.617,5898490.62,735,0,606,3,5,3968,8
722,-2625419.125,2625419.13,352,13,1855,7,5,5105,3
723,2272465.719,2272465.72,529,4,1214,4,6,3240,19
724,-2091769.488,2091769.49,446,16,1930,5,13,7599,19
725,2504651.565,2504651.57,363,11,1166,4,5,2986,4
726,2857679.334,2857679.33,492,19,1396,3,20,6719,5
727,6699425.365,6699425.37,404,1,594,2,3,5323,6
728,1340792.863,1340792.86,750,4,1606,3,12,7582,6
729,6150347.836,6150347.84,412,20,1020,1,8,7713,17
730,1448883.167,1448883.17,798,5,1399,1,18,4422,6
731,4020155.208,4020155.21,447,7,1015,2,7,3986,18
732,-1623024.191,1623024.19,351,15,1900,6,3,7796,14
733,7403848.762,7403848.76,424,7,699,3,14,7180,13
734,6901712.554,6901712.55,429,7,869,5,10,7631,9
735,7254588.383,7254588.38,506,13,559,7,7,5923,12
736,2604248.463,2604248.46,339,5,1325,5,8,5323,13
737,3070173.136,3070173.14,708,0,1249,6,6,5141,6
738,2711726.463,2711726.46,791,19,1383,4,5,6238,13
739,6687939.039,6687939.04,444,7,832,1,11,6979,10
740,2018133.019,2018133.02,499,10,1356,6,19,4680,4
741,5643276.396,5643276.4,634,5,874,3,5,5482,14
742,177768.1995,177768.2,507,14,1424,6,5,2381,12
743,-2757185.452,2757185.45,721,20,1998,3,4,7877,11
744,-1642465.228,1642465.23,616,16,1815,7,19,6017,12
745,-1620786.207,1620786.21,780,18,1831,1,12,6437,8
746,2222224.573,2222224.57,465,4,1149,7,17,2309,3
747,2949470.811,2949470.81,597,13,1245,3,16,4793,4
748,5866846.72,5866846.72,315,6,835,1,7,5550,16
749,310671.3413,310671.34,375,13,1525,1,4,4311,6
750,6201590.252,6201590.25,331,6,737,4,16,5318,15
751,-139537.0626,139537.06,724,0,1476,4,15,2799,15
752,5332306.579,5332306.58,529,0,888,7,6,5051,18
753,-2353146.029,2353146.03,471,7,1673,5,10,2161,8
754,3311160.963,3311160.96,495,11,1083,2,5,3452,5
755,-1040816.343,1040816.34,387,10,1624,6,8,3569,6
756,-2407543.384,2407543.38,623,11,1815,1,5,4778,15
757,-1156479.641,1156479.64,688,19,1665,4,10,4032,17
758,4787283.309,4787283.31,373,6,650,2,10,2226,9
759,6931970.867,6931970.87,716,15,807,1,3,7122,8
760,3839474.363,3839474.36,769,3,958,4,12,3092,14
761,1741156.26,1741156.26,548,3,1525,1,3,6937,19
762,5593427.016,5593427.02,656,12,1126,7,5,7929,8
763,4850596.408,4850596.41,313,19,996,4,9,5123,13
764,-1426775.693,1426775.69,757,10,1705,7,17,4346,4
765,3114008.118,3114008.12,606,15,1115,1,4,3450,5
766,2149272.539,2149272.54,666,2,1312,5,10,4359,16
767,5586149.015,5586149.02,585,7,873,7,13,5305,10
768,5281466.689,5281466.69,699,4,1092,4,14,7093,13
769,3130828.701,3130828.7,534,10,1069,5,2,2936,10
770,5767244.991,5767244.99,430,8,1043,3,11,7378,9
771,5016163.641,5016163.64,797,17,790,2,12,3547,15
772,1134778.702,1134778.7,479,6,1565,6,3,6441,11
773,4807118.134,4807118.13,462,6,1200,5,20,7534,18
774,5342592.324,5342592.32,662,4,667,5,2,3299,10
775,-1102172.883,1102172.88,779,2,1851,4,5,7875,4
776,-4466676.096,4466676.1,407,20,1934,3,17,3461,16
777,7450304.938,7450304.94,702,4,764,7,7,7726,4
778,-3700166.078,3700166.08,457,14,1911,3,11,4390,16
779,4037274.652,4037274.65,583,13,1255,5,14,6824,12
780,-1369150.854,1369150.85,749,5,1746,7,8,5259,12
781,6670110.31,6670110.31,737,5,819,7,4,6772,10
782,5257550.305,5257550.31,604,19,704,1,6,3316,10
783,6440616.181,6440616.18,627,14,925,6,16,7260,6
784,1293131.248,1293131.25,743,20,1370,3,17,3532,18
785,1774565.463,1774565.46,421,1,1357,6,8,4342,8
786,1619106.476,1619106.48,527,3,1348,4,8,3946,3
787,6161548.571,6161548.57,545,10,962,6,19,7168,8
788,-781645.0008,781645,655,20,1641,6,3,4237,3
789,-2956681.819,2956681.82,660,3,1896,6,2,5462,12
790,6422514.379,6422514.38,529,9,978,7,14,7780,18
791,7248310.024,7248310.02,755,14,659,3,15,6560,17
792,5870802.773,5870802.77,484,4,844,7,16,5579,15
793,-2894024.516,2894024.52,325,3,1885,7,8,5332,15
794,-1291811.801,1291811.8,781,20,1572,3,5,2159,12
795,4344412.504,4344412.5,566,20,769,6,18,2117,3
796,-693961.1934,693961.19,779,16,1572,3,18,3268,7
797,5100661.966,5100661.97,327,11,532,3,14,2025,20
798,-616664.8577,616664.86,361,12,1636,3,3,4554,6
799,-2373324.049,2373324.05,586,14,1829,5,16,5048,6
800,5101866.576,5101866.58,393,9,966,2,10,5379,17
801,1951618.191,1951618.19,419,9,1350,7,10,4464,7
802,4511092.215,4511092.22,763,4,1011,1,9,4858,19
803,-2141443.703,2141443.7,661,14,1811,2,11,5135,11
804,4941217.915,4941217.92,796,6,1122,1,14,6859,17
805,6179747.086,6179747.09,464,12,974,1,19,7372,6
806,3957124.081,3957124.08,323,15,1161,4,19,5460,18
807,-2797672.501,2797672.5,362,12,1807,7,12,3846,7
808,5867274.706,5867274.71,656,20,828,5,9,5314,4
809,2282239.433,2282239.43,643,17,1132,7,16,2074,15
810,4227359.239,4227359.24,707,8,1230,3,11,6896,20
811,1019516.974,1019516.97,777,13,1391,1,11,3448,19
812,6022006.547,6022006.55,472,16,672,1,17,4481,14
813,2319392.07,2319392.07,622,7,1170,6,6,2711,14
814,5149775.363,5149775.36,350,7,913,7,15,4899,15
815,-2549742.094,2549742.09,790,14,1759,1,7,3411,5
816,1458280.777,1458280.78,609,18,1546,5,9,6591,17
817,1517631.966,1517631.97,738,17,1477,5,16,5582,12
818,-1713888.007,1713888.01,610,1,1656,7,17,3023,8
819,4650909.001,4650909,534,16,1088,4,5,5813,6
820,3420372.591,3420372.59,356,11,1144,5,8,4317,19
821,3279752.199,3279752.2,581,20,1200,2,11,4729,13
822,863641.6988,863641.7,488,14,1656,6,18,7491,3
823,-1326808.611,1326808.61,644,20,1757,6,15,5424,5
824,-2573182.415,2573182.42,730,19,1821,7,7,4447,16
825,1732324.13,1732324.13,600,2,1394,6,12,4798,20
826,3584293.141,3584293.14,356,19,940,7,10,2265,14
827,325729.1411,325729.14,786,20,1522,5,9,4170,7
828,-192501.8551,192501.86,637,18,1671,7,14,5834,4
829,5988136.206,5988136.21,582,13,503,5,12,3409,20
830,-2287069.917,2287069.92,728,10,1868,6,4,6012,4
831,3473010.194,3473010.19,777,16,1225,5,19,5405,3
832,5387850.645,5387850.65,467,14,990,4,20,6068,11
833,-2527765.134,2527765.13,582,1,1807,2,16,4493,18
834,-2997310.165,2997310.17,500,17,1782,6,5,2961,10
835,3041402.024,3041402.02,799,8,1054,3,14,2655,17
836,5827498.603,5827498.6,317,10,696,6,7,4288,12
837,6367505.887,6367505.89,387,4,939,2,2,7401,18
838,3945650.36,3945650.36,348,4,1090,1,4,4733,14
839,-797692.3246,797692.32,604,0,1561,1,11,3074,9
840,-1296549.804,1296549.8,675,20,1811,3,6,6559,16
841,6939904.945,6939904.95,311,6,780,1,6,7003,9
842,1947253.324,1947253.32,555,19,1179,4,11,2082,9
843,7177413.289,7177413.29,310,11,523,5,16,5642,18
844,1850085.397,1850085.4,305,19,1272,5,2,3112,8
845,2419417.72,2419417.72,304,12,1280,7,14,4269,18
846,1634808.299,1634808.3,414,0,1561,4,15,7352,12
847,-4598135.177,4598135.18,610,13,1934,2,18,3313,9
848,2855902.372,2855902.37,605,3,1029,3,8,2096,18
849,5227453.395,5227453.4,541,6,525,2,11,2287,5
850,1888661.015,1888661.02,467,14,1442,4,3,5722,14
851,898111.8068,898111.81,505,1,1554,4,7,5911,13
852,5322750.443,5322750.44,347,5,755,6,9,3875,14
853,-1025217.195,1025217.2,711,12,1753,1,7,6012,17
854,-1306810.519,1306810.52,375,3,1598,3,9,2742,16
855,3663814.896,3663814.9,434,10,1337,4,12,7338,19
856,2137472.074,2137472.07,755,10,1155,6,20,2178,16
857,-2454383.332,2454383.33,417,20,1870,6,2,5658,7
858,7368558.633,7368558.63,739,12,542,2,18,6121,6
859,7074373.943,7074373.94,695,13,719,7,19,6631,11
860,2991199.49,2991199.49,570,17,1455,6,4,7835,6
861,-1715.76725,1715.77,465,1,1459,2,5,2794,5
862,-1918259.58,1918259.58,359,11,1630,1,5,2164,18
863,2549987.496,2549987.5,527,12,1175,2,11,3199,4
864,5821874.892,5821874.89,605,9,793,3,11,5061,19
865,2250350.409,2250350.41,518,5,1296,5,2,4289,6
866,3997583.019,3997583.02,540,17,1117,2,17,5009,14
867,2067029.099,2067029.1,392,15,1492,4,12,6834,6
868,-3252600.321,3252600.32,436,19,1787,2,18,2645,12
869,4944774.012,4944774.01,394,13,964,7,11,4981,9
870,3482230.008,3482230.01,669,1,1191,1,15,5179,4
871,5244288.181,5244288.18,712,19,598,3,5,2568,17
872,5482385.347,5482385.35,694,12,574,3,6,2917,19
873,3551182.187,3551182.19,324,6,1131,3,4,4476,6
874,3959952.851,3959952.85,797,12,1183,3,4,5775,18
875,-1069856.377,1069856.38,591,13,1719,7,16,5213,3
876,4407955.811,4407955.81,534,10,1023,6,13,4686,11
877,6788342.654,6788342.65,366,17,694,4,3,5932,20
878,2447903.022,2447903.02,353,11,1316,3,12,4893,7
879,1126942.122,1126942.12,353,12,1521,4,5,5663,7
880,2993552.562,2993552.56,616,4,1205,6,8,4382,14
881,-1139775.741,1139775.74,770,19,1596,7,4,2794,16
882,7946513.92,7946513.92,704,18,638,2,13,7639,16
883,8170989.885,8170989.89,533,7,560,6,20,7637,7
884,5101984.459,5101984.46,729,15,1065,6,8,6325,19
885,2164267.306,2164267.31,360,5,1425,7,2,6002,4
886,1946513.935,1946513.94,722,20,1359,4,8,4524,4
887,3153426.559,3153426.56,540,20,1045,5,17,2613,19
888,1593121.424,1593121.42,525,8,1264,2,11,2697,7
889,5559011.894,5559011.89,629,12,685,3,16,3760,12
890,3236035.296,3236035.3,634,6,1149,7,11,4085,5
891,3018590.091,3018590.09,701,16,1096,3,13,3023,8
892,-2046249.56,2046249.56,652,3,1834,7,16,5799,18
893,4468209.393,4468209.39,421,10,967,6,19,4212,8
894,6385637.788,6385637.79,658,9,560,2,14,4489,19
895,3688595.994,3688595.99,344,8,885,2,9,2098,14
896,7028362.095,7028362.1,300,3,783,2,13,7201,12
897,-3662904.205,3662904.21,363,1,1919,2,11,4774,4
898,4046330.094,4046330.09,503,13,984,4,5,3632,4
899,-4181023.966,4181023.97,725,3,1901,4,13,3426,10
900,5096905.334,5096905.33,629,6,980,4,4,5524,3
901,2931685.772,2931685.77,435,6,1334,2,6,6062,14
902,3965701.388,3965701.39,406,10,1036,6,11,4037,16
903,2934927.701,2934927.7,638,16,1033,1,11,2194,4
904,-1373856.762,1373856.76,710,16,1750,7,15,5231,4
905,-803332.4088,803332.41,312,7,1828,7,7,7842,18
906,-3351890.559,3351890.56,482,7,1930,3,7,5472,19
907,7851175.069,7851175.07,581,19,629,3,11,7398,5
908,8331960.651,8331960.65,786,18,594,7,5,7987,11
909,-3991708.241,3991708.24,477,9,1999,1,17,5841,15
910,1828371.628,1828371.63,376,16,1439,3,11,5573,6
911,3454103.499,3454103.5,707,15,1001,6,7,2700,20
912,6989368.975,6989368.98,396,20,783,7,5,6901,8
913,-4640126.315,4640126.32,448,14,1897,2,8,2439,18
914,699019.2688,699019.27,625,9,1333,2,12,2066,3
915,6026204.335,6026204.34,563,4,684,2,7,4672,9
916,-2366287.224,2366287.22,434,10,1701,6,13,2607,14
917,5003368.275,5003368.28,670,11,991,2,16,5443,19
918,-3294534.955,3294534.96,437,12,1759,4,3,2054,19
919,-4322181.557,4322181.56,539,19,1905,7,18,3068,9
920,461400.5421,461400.54,646,4,1590,4,14,5721,17
921,3082546.369,3082546.37,773,12,1228,7,9,4755,6
922,2256473.447,2256473.45,472,14,1451,7,7,6483,7
923,6863756.051,6863756.05,323,14,838,5,7,7215,16
924,6611466.956,6611466.96,623,7,860,1,11,7082,18
925,5472966.541,5472966.54,638,17,1094,1,14,7374,10
926,6763624.23,6763624.23,433,4,876,1,9,7524,19
927,6303440.329,6303440.33,318,0,961,2,14,7558,10
928,4289809.209,4289809.21,551,9,977,6,18,4000,16
929,7889769.725,7889769.73,533,4,655,4,12,7752,20
930,-1276014.869,1276014.87,345,20,1636,1,4,3337,4
931,-3760630.889,3760630.89,660,12,1999,3,3,6193,10
932,5696413.308,5696413.31,743,20,738,6,16,4265,19
933,-2357662.393,2357662.39,609,16,1932,2,5,7206,19
934,-4948597.098,4948597.1,635,4,1932,7,9,2668,4
935,2145835.053,2145835.05,347,13,1346,6,13,4724,11
