id,default,d_dummy,student,student_dummy,balance,income,gender,edu,avg_late_payment
2877,No,0,No,0,12.91234955,46282.25773,1,0,21
2878,No,0,Yes,1,826.4536365,21342.70303,0,0,11
2879,No,0,Yes,1,703.9900094,20752.17544,0,0,28
2880,No,0,Yes,1,817.1214384,13152.03413,1,0,20
2881,No,0,No,0,1210.014631,45066.13324,1,0,18
2882,No,0,Yes,1,766.4062474,22296.9837,1,0,69
2883,No,0,No,0,1643.654052,33980.82583,0,0,24
2884,No,0,No,0,1053.014778,54009.63194,0,0,70
2885,No,0,No,0,240.0774345,41508.9557,1,0,49
2886,No,0,No,0,62.65294851,44440.70548,0,0,74
2887,No,0,Yes,1,924.2332039,11194.66888,0,0,62
2888,No,0,Yes,1,944.0710359,26027.68765,0,0,7
2889,No,0,No,0,295.7854428,51837.75233,1,0,62
2890,Yes,1,No,0,2085.586978,35657.22567,1,1,38
2891,No,0,No,0,474.3552638,58068.62224,1,0,40
2892,No,0,No,0,504.7233526,54297.11366,0,1,16
2893,No,0,No,0,292.3841444,33961.10045,0,0,59
2894,No,0,No,0,593.2804678,40227.14388,0,0,45
2895,No,0,No,0,76.06408834,50054.76235,0,0,59
2896,No,0,Yes,1,1270.09281,16809.00645,0,1,15
2897,No,0,No,0,877.3436869,40689.47859,1,0,25
2898,No,0,Yes,1,932.5609425,20980.8055,0,0,37
2899,No,0,No,0,279.9633883,30262.11714,1,0,73
2900,No,0,No,0,1155.175006,40398.39935,1,0,55
2901,No,0,No,0,0,45431.75759,0,0,21
2902,No,0,Yes,1,1216.767562,23378.57282,0,1,26
2903,No,0,Yes,1,0,15274.46903,0,1,25
2904,No,0,Yes,1,728.5493992,22891.92938,0,1,27
2905,No,0,No,0,0,48365.57759,0,0,61
2906,No,0,Yes,1,643.5652672,21323.04944,1,0,78
2907,No,0,No,0,973.0823643,27289.27132,0,0,62
2908,No,0,Yes,1,1177.957425,14385.16707,0,0,27
2909,No,0,No,0,196.9871114,41314.99362,1,0,32
2910,No,0,No,0,1526.268669,44845.13629,0,0,66
2911,No,0,No,0,441.3960846,56060.20361,0,0,76
2912,No,0,No,0,1004.641773,56533.31307,1,1,43
2913,No,0,No,0,1258.069534,36645.14057,1,0,9
2914,No,0,No,0,1563.993419,37119.60197,1,0,51
2915,No,0,No,0,367.3515763,29905.52786,1,0,50
2916,No,0,Yes,1,1222.768041,18276.43406,1,1,40
2917,No,0,Yes,1,1582.202813,19682.87249,0,0,27
2918,No,0,No,0,647.130283,32725.38665,1,0,35
2919,No,0,No,0,0,33146.49534,1,0,5
2920,No,0,Yes,1,1585.333029,15079.48894,1,0,49
2921,No,0,Yes,1,837.9723362,25773.18265,1,0,13
2922,No,0,Yes,1,686.7821494,10543.55632,0,0,81
2923,No,0,No,0,947.842159,37891.03704,0,1,46
2924,No,0,Yes,1,1205.055008,18101.67631,1,1,24
2925,No,0,No,0,1254.131055,37456.26199,1,0,90
2926,No,0,No,0,949.1238463,50528.53387,0,0,50
2927,No,0,No,0,530.24602,27610.70309,1,0,14
2928,No,0,No,0,833.6899703,54558.14011,1,0,72
2929,No,0,No,0,638.4653109,36173.98245,0,0,37
2930,Yes,1,Yes,1,2387.314867,28296.91472,1,1,67
2931,No,0,Yes,1,839.3908902,21383.23117,1,1,21
2932,No,0,No,0,294.634281,63285.02511,0,0,31
2933,No,0,No,0,1178.179438,34720.93616,1,0,80
2934,No,0,No,0,1149.720136,57890.51596,1,0,85
2935,No,0,No,0,909.7642677,42468.27822,0,0,85
2936,No,0,Yes,1,1391.508027,18539.59036,1,0,4
2937,No,0,Yes,1,1029.249632,18018.35831,0,0,11
2938,No,0,No,0,1504.59694,30773.74284,1,0,10
2939,No,0,No,0,1276.4893,35122.85361,0,0,13
2940,No,0,No,0,874.9150425,25023.32309,0,1,31
2941,No,0,No,0,1104.689463,51516.33629,1,1,39
2942,No,0,No,0,0,47056.19919,0,0,32
2943,No,0,No,0,698.800444,37466.0203,0,0,2
2944,No,0,No,0,1055.410868,33945.14276,1,0,8
2945,No,0,Yes,1,131.2846105,14491.84407,1,0,48
2946,No,0,No,0,795.903786,44181.67186,1,1,64
2947,No,0,No,0,611.9542968,39291.20373,0,0,31
2948,No,0,No,0,1670.423008,41409.77115,1,0,82
2949,No,0,No,0,1423.149545,33591.23154,0,0,36
2950,No,0,No,0,770.6419392,29623.47129,1,1,48
2951,No,0,No,0,1315.469609,29808.35223,0,0,6
2952,No,0,No,0,599.204105,53218.11086,0,0,40
2953,No,0,No,0,584.356741,34128.76699,0,0,86
2954,No,0,No,0,27.27187849,51659.87841,1,0,19
2955,No,0,No,0,65.72759508,32332.18265,0,1,53
2956,No,0,No,0,1338.461116,23909.54695,1,1,28
2957,No,0,Yes,1,1120.422968,16151.25285,1,1,87
2958,No,0,No,0,726.0293438,41996.12441,0,0,11
2959,No,0,No,0,1353.588284,44372.79392,0,0,27
2960,No,0,No,0,531.7442107,38122.1924,0,1,49
2961,No,0,No,0,1824.641385,36762.80884,1,1,29
2962,No,0,Yes,1,894.4654681,14035.49914,0,0,76
2963,No,0,Yes,1,1275.538565,16445.62472,1,0,43
2964,No,0,No,0,550.6243941,19106.26579,1,1,57
2965,No,0,Yes,1,270.3910262,13158.44223,0,0,25
2966,No,0,No,0,651.9986041,35266.12844,1,1,70
2967,No,0,No,0,718.3511021,50765.89263,0,0,7
2968,No,0,No,0,1008.94654,31235.78292,1,0,5
2969,No,0,Yes,1,1510.747812,13390.92,1,0,79
2970,No,0,No,0,1393.368283,38371.97746,0,0,65
2971,No,0,No,0,586.5882744,45519.83771,1,0,32
2972,No,0,No,0,793.4139267,45873.17997,1,1,71
2973,No,0,No,0,285.9101691,43263.63064,1,0,63
2974,No,0,Yes,1,550.3810558,20322.76863,1,0,44
2975,No,0,Yes,1,716.491995,16785.38532,1,0,22
2976,No,0,No,0,383.6864669,39946.48497,0,0,68
2977,No,0,No,0,252.3333091,38431.81869,0,0,23
2978,No,0,No,0,1164.10427,40167.02331,1,0,11
2979,No,0,No,0,1080.185777,38398.8661,1,0,48
2980,No,0,No,0,906.4785442,47101.99063,0,1,34
2981,No,0,No,0,457.8000986,26567.24108,1,0,35
2982,No,0,No,0,1215.867359,42762.12183,1,1,24
2983,No,0,No,0,217.3615206,45083.11137,1,1,80
2984,No,0,Yes,1,1076.727705,12502.64492,1,0,64
2985,No,0,Yes,1,58.06606208,23639.23362,1,1,50
2986,No,0,No,0,1615.225001,55219.52001,0,1,45
2987,No,0,Yes,1,1119.001789,22811.3938,0,0,35
2988,No,0,No,0,671.9580672,17621.45385,1,1,55
2989,No,0,No,0,634.2179264,38672.74965,0,0,45
2990,No,0,Yes,1,831.8185363,16164.48461,1,1,49
2991,No,0,Yes,1,373.0625165,22018.9821,0,1,16
2992,No,0,No,0,776.4548762,58481.54391,0,0,8
2993,No,0,Yes,1,1031.303939,12195.37983,1,0,20
2994,No,0,No,0,910.6724158,43795.5817,0,1,7
2995,No,0,No,0,1010.809065,42163.4536,1,0,12
2996,No,0,No,0,1090.35035,48280.94632,1,0,30
2997,No,0,No,0,1008.550343,53801.61564,0,1,10
2998,No,0,No,0,0,50127.18047,1,0,89
2999,No,0,Yes,1,1824.368004,20074.2811,1,0,84
3000,No,0,No,0,730.1644185,44411.67827,1,0,16
3001,No,0,No,0,991.1317826,30941.54852,0,0,76
3002,No,0,No,0,1356.516665,35030.63502,1,0,58
3003,No,0,No,0,576.6355769,41699.20979,1,0,85
3004,No,0,No,0,1334.554191,43385.82181,1,0,72
3005,No,0,No,0,1487.661808,47624.3796,0,0,36
3006,No,0,No,0,778.6934925,48551.97108,0,0,28
3007,No,0,No,0,444.1963823,37599.42019,0,0,25
3008,No,0,No,0,1023.36216,34632.10269,0,0,3
3009,No,0,Yes,1,153.4000958,17840.38488,0,0,90
3010,No,0,No,0,661.7606164,47169.35685,0,1,83
3011,No,0,No,0,312.6147065,34918.61291,1,0,31
3012,No,0,No,0,645.3725645,30102.03554,1,1,64
3013,No,0,No,0,0,49010.27332,0,0,64
3014,No,0,No,0,779.6147234,22975.49302,1,0,63
3015,No,0,Yes,1,569.4987908,19755.52114,0,1,86
3016,No,0,No,0,1287.765895,38507.11939,0,1,46
3017,No,0,No,0,1177.81507,32294.54565,1,0,69
3018,No,0,No,0,795.3685571,25704.64664,1,0,20
3019,No,0,No,0,877.039197,24902.73549,0,0,48
3020,No,0,No,0,823.9919883,36701.53017,1,0,27
3021,No,0,No,0,1019.215358,52089.64463,0,1,37
3022,No,0,No,0,942.7374821,38908.88112,1,1,88
3023,No,0,No,0,6.787861759,40145.33909,0,0,77
3024,No,0,No,0,0,55158.15124,0,1,14
3025,No,0,Yes,1,1420.204205,22790.79583,0,0,79
3026,No,0,Yes,1,1254.662583,18189.52076,1,1,84
3027,No,0,No,0,0,37796.40346,0,0,9
3028,No,0,No,0,1140.071899,33605.37793,0,0,2
3029,No,0,Yes,1,747.9585112,19869.39018,0,1,16
3030,No,0,No,0,1598.602553,48717.26315,1,0,1
3031,No,0,No,0,1226.370717,21426.30698,0,0,43
3032,No,0,No,0,929.8199349,50611.98595,1,0,68
3033,No,0,No,0,807.405738,43853.88425,0,0,70
3034,No,0,No,0,345.3649412,56965.70211,0,0,69
3035,No,0,No,0,982.4509449,42907.02619,1,0,62
3036,No,0,Yes,1,1067.670767,14485.94849,1,1,72
3037,No,0,No,0,742.5406142,39017.95032,0,0,79
3038,No,0,No,0,1060.178447,30948.29027,0,1,2
3039,No,0,No,0,523.7533678,33767.05071,0,0,18
3040,No,0,No,0,697.982915,29799.3192,0,0,45
3041,Yes,1,Yes,1,1500.894533,15802.23288,0,1,79
3042,No,0,Yes,1,1682.897631,14378.8906,1,0,49
3043,No,0,Yes,1,1264.04207,6466.513408,1,1,72
3044,No,0,No,0,1352.462336,34247.78002,1,1,19
3045,No,0,No,0,376.8789166,50671.32275,1,1,81
3046,No,0,No,0,629.5612815,37255.36509,1,0,71
3047,No,0,Yes,1,709.4142298,11355.11271,1,0,79
3048,No,0,No,0,541.3462788,42332.24628,0,0,78
3049,No,0,No,0,421.1723819,42721.47777,0,1,28
3050,No,0,No,0,500.8042199,47910.96385,0,0,35
3051,No,0,No,0,0,41663.34011,1,0,35
3052,No,0,No,0,1089.365873,43360.16015,1,0,58
3053,No,0,No,0,603.8474825,56468.12224,1,1,42
3054,Yes,1,No,0,1165.539853,50341.5739,0,0,21
3055,No,0,No,0,1457.622602,43155.3627,0,0,5
3056,No,0,No,0,390.0550264,27108.21366,1,0,48
3057,No,0,No,0,584.1412164,35517.22911,1,0,81
3058,No,0,No,0,901.0122829,13498.12653,1,0,69
3059,No,0,Yes,1,1380.096737,14142.07544,0,0,74
3060,No,0,No,0,1146.067689,39902.44189,1,1,85
3061,No,0,No,0,1058.025969,43327.02611,1,0,36
3062,No,0,No,0,474.3796621,35980.75279,1,1,7
3063,No,0,Yes,1,969.1435189,22425.40576,1,0,66
3064,No,0,Yes,1,1616.738878,12557.82288,1,1,52
3065,No,0,No,0,1185.028651,33298.5004,0,0,53
3066,No,0,No,0,472.6332289,41257.38603,0,1,77
3067,No,0,No,0,1257.625123,30964.23458,0,0,35
3068,No,0,No,0,640.9184388,37306.69399,1,1,27
3069,No,0,No,0,105.7442477,42442.84735,1,0,76
3070,No,0,No,0,672.4267927,25947.24541,0,0,52
3071,No,0,No,0,568.666447,45186.97594,0,1,36
3072,No,0,Yes,1,368.1982988,26670.01211,0,0,29
3073,No,0,No,0,1546.548506,57266.82959,1,1,7
3074,No,0,No,0,230.2203941,28930.25452,0,0,77
3075,No,0,No,0,815.0547024,34200.18335,1,1,54
3076,No,0,Yes,1,164.3055117,17995.85826,0,1,0
3077,No,0,Yes,1,1785.797516,15291.6708,1,0,20
3078,No,0,No,0,661.0522978,27873.63791,0,0,70
3079,No,0,Yes,1,979.8771549,13522.42151,1,0,5
3080,No,0,Yes,1,778.2499052,23805.91057,1,0,1
3081,No,0,Yes,1,190.6192783,21744.50932,0,0,83
3082,No,0,No,0,523.813717,45284.18935,1,1,54
3083,No,0,No,0,175.6988688,40044.47032,0,0,53
3084,No,0,No,0,977.9479232,38368.48417,1,0,19
3085,No,0,No,0,837.6953592,44260.76441,1,1,10
3086,No,0,Yes,1,1436.32082,27658.38667,1,1,65
3087,No,0,No,0,638.229501,53812.79788,1,1,15
3088,No,0,No,0,714.0116591,48631.36436,0,0,81
3089,No,0,No,0,738.2532477,36086.09213,0,0,33
3090,No,0,No,0,507.5265349,58027.77092,0,0,76
3091,No,0,Yes,1,1033.833494,15818.0614,1,0,72
3092,No,0,Yes,1,19.73946092,20514.17137,0,1,57
3093,No,0,No,0,434.704864,48898.37012,0,0,37
3094,No,0,No,0,0,45334.83933,0,1,40
3095,No,0,No,0,629.7640719,53069.32515,0,1,38
3096,No,0,Yes,1,522.7677589,26900.28072,0,0,31
3097,No,0,Yes,1,294.6564875,11681.46233,0,0,74
3098,No,0,Yes,1,469.4256329,14647.00227,0,0,65
3099,No,0,No,0,838.4370383,40903.48069,1,0,12
3100,No,0,No,0,1407.639515,52746.13315,1,0,56
3101,No,0,Yes,1,1417.225499,16053.97426,1,0,15
3102,No,0,No,0,363.9940646,38110.44311,0,0,36
3103,No,0,Yes,1,128.2518222,17076.5736,0,0,78
3104,Yes,1,Yes,1,1894.168201,28321.68455,0,1,31
3105,No,0,Yes,1,1624.795642,10623.59745,1,1,15
3106,No,0,No,0,645.9492708,46406.33798,1,0,39
3107,No,0,No,0,684.0849049,38184.56838,1,0,74
3108,No,0,No,0,1168.284538,46904.60382,1,1,36
3109,No,0,No,0,766.1240549,51614.0562,0,0,10
3110,No,0,Yes,1,738.2686012,14063.07546,0,0,85
3111,No,0,No,0,525.8903383,45530.50912,1,0,85
3112,No,0,No,0,631.2535067,38877.57033,1,0,18
3113,No,0,No,0,0,65943.78394,0,0,59
3114,No,0,No,0,913.9139657,53809.33036,1,0,56
3115,No,0,No,0,578.7525663,60498.92546,0,0,85
3116,No,0,No,0,1503.849951,43888.39666,0,0,35
3117,No,0,Yes,1,555.2657969,11581.22066,1,0,84
3118,Yes,1,Yes,1,1289.24621,13624.54526,0,1,46
3119,No,0,No,0,545.5665107,35714.65113,1,0,24
3120,No,0,No,0,1112.348992,33468.82218,1,0,85
3121,No,0,No,0,564.9074481,35820.88568,0,0,29
3122,No,0,No,0,591.8414074,38879.50988,1,1,24
3123,No,0,Yes,1,908.1228119,22084.27165,1,0,37
3124,Yes,1,Yes,1,2169.196187,18195.2669,0,1,3
3125,No,0,Yes,1,1108.105366,15337.30227,0,0,81
3126,No,0,No,0,0,27167.26039,1,0,7
3127,No,0,No,0,957.5919029,35330.85535,1,0,24
3128,No,0,No,0,448.0399683,29537.31025,0,0,22
3129,No,0,No,0,1188.072875,40704.70722,1,0,56
3130,No,0,Yes,1,1223.885814,19520.009,0,0,66
3131,No,0,Yes,1,959.967042,18413.86385,1,1,46
3132,No,0,No,0,734.7218364,35010.02587,1,0,57
3133,No,0,No,0,0,47628.41183,1,0,32
3134,No,0,No,0,1423.284258,48914.19708,0,1,51
3135,No,0,No,0,217.1635013,26975.49181,1,0,87
3136,No,0,No,0,672.0451389,36705.34046,1,0,70
3137,No,0,No,0,830.7653898,45958.98422,0,0,14
3138,No,0,No,0,652.5281789,58750.496,1,1,74
3139,No,0,No,0,533.9891482,64930.2398,1,0,34
3140,No,0,Yes,1,1626.634079,17721.63006,1,0,62
3141,No,0,No,0,1382.120977,30395.68823,0,0,59
3142,No,0,No,0,0,38663.20051,1,0,24
3143,No,0,No,0,1165.689152,38110.36478,0,0,62
3144,No,0,No,0,1190.420507,34198.05133,0,1,61
3145,No,0,No,0,435.2146571,39505.41246,1,0,35
3146,No,0,Yes,1,1382.422544,17166.04257,1,0,68
3147,No,0,No,0,1265.954833,27233.56306,0,1,78
3148,No,0,No,0,1303.626132,40010.46516,1,0,33
3149,No,0,Yes,1,240.1013667,21142.0419,0,0,52
3150,No,0,Yes,1,326.4386248,21109.43181,1,0,71
3151,No,0,No,0,562.8019307,41934.59733,1,0,62
3152,No,0,No,0,531.4863606,28836.19262,1,0,20
3153,No,0,Yes,1,594.5443798,17875.33907,0,1,11
3154,No,0,No,0,745.7338929,60180.56113,1,0,5
3155,No,0,Yes,1,1218.638905,29899.80685,0,1,87
3156,No,0,No,0,266.4604812,37622.05376,0,0,87
3157,Yes,1,No,0,1899.546842,46076.23711,0,1,41
3158,No,0,Yes,1,717.601673,13729.05176,1,1,71
3159,No,0,No,0,507.3345958,56075.10284,1,0,14
3160,No,0,Yes,1,1422.774586,14044.5335,1,0,45
3161,No,0,No,0,1253.699614,37645.79996,0,0,4
3162,No,0,No,0,1301.650765,38918.99417,0,1,77
3163,Yes,1,Yes,1,2415.316994,17429.50337,1,0,73
3164,No,0,Yes,1,1367.013875,11293.46926,0,0,29
3165,No,0,No,0,449.0515984,31624.90568,1,1,38
3166,No,0,No,0,505.6978729,31971.31291,0,1,29
3167,No,0,No,0,1150.458785,54982.75183,1,1,68
3168,No,0,No,0,981.4922134,30385.06908,0,1,45
3169,No,0,Yes,1,612.2660524,16270.83564,1,0,53
3170,No,0,Yes,1,1122.292386,20351.33607,0,1,1
3171,No,0,No,0,59.79707128,36000.07269,1,0,55
3172,No,0,Yes,1,1353.011845,26207.68628,1,0,66
3173,No,0,No,0,1232.233527,50731.86426,0,1,22
3174,No,0,No,0,924.0131534,28803.77469,1,0,16
3175,No,0,No,0,517.8245459,65501.62076,1,0,62
3176,No,0,Yes,1,1795.71687,12547.82909,1,0,66
3177,No,0,No,0,983.56056,26050.13005,0,1,85
3178,No,0,Yes,1,990.3542603,18998.09078,1,1,25
3179,No,0,No,0,1529.517006,52681.70666,1,0,75
3180,No,0,No,0,272.8731293,44249.67868,1,1,3
3181,No,0,Yes,1,636.2066156,19468.43387,0,1,36
3182,Yes,1,No,0,1751.347088,38381.5858,1,0,80
3183,No,0,No,0,721.9203797,46269.83721,1,1,73
3184,No,0,No,0,511.4175111,25768.28549,1,1,21
3185,No,0,No,0,563.6872028,41354.35016,1,0,82
3186,No,0,No,0,1110.720922,47221.44762,1,0,6
3187,No,0,No,0,403.0343765,48874.15116,1,0,32
3188,No,0,No,0,430.0904233,29246.37709,1,1,28
3189,No,0,No,0,278.4739843,33187.76893,0,0,79
3190,Yes,1,No,0,2228.472283,27438.34899,0,0,43
3191,No,0,No,0,1201.782617,30099.16237,1,0,50
3192,No,0,No,0,490.7984044,44686.10315,0,0,31
3193,No,0,Yes,1,792.8559724,8699.598343,0,0,1
3194,No,0,No,0,870.6623709,37180.06765,0,0,32
3195,No,0,Yes,1,1149.209836,11337.05925,0,1,46
3196,No,0,No,0,493.533675,49735.56761,0,0,27
3197,No,0,Yes,1,874.3483758,10845.01883,0,0,69
3198,No,0,No,0,1097.94754,23224.12783,0,0,26
3199,No,0,No,0,976.1491224,29998.36307,1,0,17
3200,No,0,No,0,1373.725379,43124.21315,1,0,62
3201,No,0,Yes,1,1282.762841,22360.19633,0,1,86
3202,No,0,No,0,636.7284738,45649.17081,0,1,88
3203,No,0,No,0,1823.231922,24744.85406,0,1,14
3204,No,0,No,0,605.8638006,34515.19566,1,1,64
3205,No,0,No,0,0,27888.82603,0,1,45
3206,No,0,No,0,491.5203106,37128.7743,1,0,85
3207,No,0,No,0,248.3623967,37868.55976,1,1,89
3208,No,0,No,0,1036.503746,37151.41064,0,1,71
3209,No,0,No,0,1130.893933,35235.36568,1,0,27
3210,No,0,Yes,1,1048.538983,10392.06411,1,1,9
3211,No,0,No,0,1251.888502,50174.32907,1,1,12
3212,Yes,1,No,0,1578.847496,61220.13315,0,0,74
3213,No,0,No,0,0,40341.33883,0,1,12
3214,No,0,No,0,1531.962958,33595.43278,0,0,46
3215,No,0,No,0,935.4652503,30909.93091,1,1,6
3216,No,0,Yes,1,1056.181067,16873.51176,1,0,75
3217,No,0,Yes,1,1060.776827,21430.79122,0,0,15
3218,No,0,No,0,253.8508786,41472.12196,1,0,47
3219,No,0,No,0,323.1232557,36119.42882,0,0,29
3220,No,0,No,0,1051.224565,31749.63903,0,1,30
3221,No,0,Yes,1,925.9470583,14258.26743,0,0,17
3222,No,0,Yes,1,831.2419342,13702.99993,1,0,74
3223,No,0,No,0,280.8368683,56567.00833,0,1,28
3224,No,0,Yes,1,1092.34255,20465.15382,1,0,85
3225,No,0,No,0,702.276627,49708.95525,1,1,81
3226,No,0,No,0,663.0958877,32756.25991,0,1,7
3227,No,0,No,0,224.7422764,25386.99487,1,1,84
3228,No,0,No,0,1108.680514,60725.52684,1,0,52
3229,No,0,Yes,1,0,20071.82169,1,0,33
3230,No,0,No,0,352.7980607,36751.97786,1,1,15
3231,No,0,Yes,1,1390.185426,21735.24694,0,0,66
3232,No,0,No,0,599.647361,32471.21624,0,0,18
3233,No,0,No,0,514.5454923,45763.89983,1,1,31
3234,No,0,Yes,1,484.8943167,15883.66443,0,0,62
3235,No,0,No,0,278.7204414,49231.1908,0,1,39
3236,No,0,No,0,661.0557337,35806.05151,0,1,54
3237,No,0,No,0,1110.29634,27501.12265,0,0,82
3238,No,0,No,0,1306.257568,29376.44137,1,0,70
3239,Yes,1,Yes,1,1966.062966,17735.7788,0,0,5
3240,No,0,No,0,588.5647713,33224.44475,1,0,10
3241,No,0,No,0,0,42869.15883,1,0,75
3242,No,0,No,0,1289.602237,35164.88976,0,1,13
3243,No,0,No,0,1054.278499,50795.20662,0,0,7
3244,No,0,No,0,0,43513.11466,0,1,27
3245,No,0,No,0,897.8072418,37899.66779,1,0,2
3246,No,0,Yes,1,673.7855907,13344.85695,1,0,67
3247,No,0,No,0,636.3350235,49487.60089,0,0,60
3248,No,0,No,0,412.0716146,48347.29698,1,0,76
3249,Yes,1,No,0,1898.323497,61011.21595,1,0,69
3250,No,0,No,0,1606.403675,27382.32539,0,1,12
3251,No,0,No,0,0,41040.19512,0,0,90
3252,No,0,Yes,1,0,20157.25126,1,1,65
3253,No,0,No,0,486.3844235,53051.72368,0,0,15
3254,No,0,No,0,1738.110835,38821.6263,0,0,20
3255,No,0,No,0,0,62746.83679,1,0,61
3256,No,0,No,0,355.9366266,34730.88552,0,0,81
3257,No,0,No,0,0,24818.35863,1,1,12
3258,No,0,Yes,1,1925.987451,20441.67444,0,0,10
3259,No,0,No,0,819.1118002,55716.54873,0,0,76
3260,No,0,Yes,1,588.756707,24015.96067,0,1,73
3261,No,0,No,0,975.5719981,28804.00025,1,1,33
3262,No,0,No,0,127.1619255,40727.555,0,0,12
3263,No,0,No,0,713.4368134,48176.42822,0,0,50
3264,No,0,No,0,737.7230425,48994.81285,1,1,81
3265,No,0,Yes,1,687.0644195,14059.45763,0,1,56
3266,No,0,No,0,444.5145836,41957.74494,0,0,52
3267,No,0,No,0,1061.284237,32839.34486,1,1,43
3268,No,0,No,0,1425.495582,37189.02514,0,0,37
3269,No,0,Yes,1,638.2619325,21282.65109,0,1,12
3270,No,0,Yes,1,1101.444967,20936.92692,1,0,37
3271,No,0,No,0,888.2445875,41489.19125,1,0,15
3272,No,0,No,0,951.2087248,20616.0807,0,0,56
3273,No,0,Yes,1,1152.096644,15852.42345,0,1,15
3274,No,0,No,0,883.1603001,27125.90696,0,0,19
3275,No,0,No,0,1126.988011,47378.01918,0,0,67
3276,No,0,No,0,742.8212302,34353.48791,1,0,12
3277,No,0,Yes,1,1532.116645,19462.15441,0,0,51
3278,No,0,Yes,1,266.7686301,28452.59827,1,1,10
3279,No,0,Yes,1,310.4305997,16479.99239,0,0,28
3280,No,0,No,0,1702.301357,46589.06262,1,1,63
3281,No,0,No,0,649.7824955,39655.39818,0,0,30
3282,No,0,No,0,648.3214545,45392.28403,1,1,41
3283,No,0,No,0,995.2741519,24782.87676,0,0,86
3284,No,0,No,0,330.0748824,45757.37558,0,0,26
3285,No,0,No,0,1358.573433,20700.70608,1,0,51
3286,Yes,1,No,0,1166.798527,30367.61086,0,0,53
3287,No,0,No,0,671.6695725,26142.91161,0,0,80
3288,No,0,Yes,1,484.0854836,12045.31042,1,1,23
3289,No,0,No,0,1404.627553,47712.18407,1,0,37
3290,No,0,No,0,617.001387,54489.74386,0,0,52
3291,No,0,Yes,1,964.6248897,21436.55559,1,0,8
3292,No,0,No,0,466.579143,24719.39552,1,1,89
3293,No,0,No,0,618.801159,25927.57156,0,1,69
3294,No,0,No,0,1310.952365,28978.46412,0,0,18
3295,No,0,No,0,123.9274635,28311.8309,1,0,72
3296,No,0,No,0,786.2642192,45304.79336,1,1,0
3297,No,0,No,0,748.2105894,46981.93176,0,1,4
3298,Yes,1,Yes,1,2124.489239,12651.07432,0,0,63
3299,No,0,Yes,1,326.3912434,16988.9233,0,0,73
3300,No,0,Yes,1,474.8827825,14986.64329,1,1,7
3301,No,0,No,0,59.9658271,24889.25459,0,0,11
3302,No,0,No,0,1611.333882,47894.27665,0,0,39
3303,No,0,No,0,545.6052116,27236.55814,1,1,26
3304,No,0,No,0,0,46590.44064,1,0,4
3305,No,0,No,0,1249.354139,52232.25119,1,0,32
3306,No,0,Yes,1,587.8747541,18448.10027,0,0,51
3307,Yes,1,No,0,1302.734742,43680.06524,0,0,73
3308,No,0,Yes,1,908.3727454,27416.62435,1,1,50
3309,No,0,Yes,1,1252.133019,13860.93503,1,0,46
3310,No,0,No,0,277.1686519,37177.03609,0,0,13
3311,No,0,No,0,623.5748091,57483.50421,1,0,21
3312,No,0,No,0,943.1993902,41765.1425,0,0,25
3313,No,0,Yes,1,1815.445231,18919.41697,1,0,74
3314,No,0,Yes,1,927.4246504,20498.52765,0,1,85
3315,Yes,1,Yes,1,2008.032985,18601.40309,0,0,7
3316,No,0,No,0,1028.235235,31297.96196,0,1,51
3317,No,0,No,0,408.236017,51131.51326,1,0,89
3318,No,0,No,0,1355.436847,42630.66866,0,0,18
3319,No,0,Yes,1,376.7707988,16042.23892,0,0,60
3320,No,0,No,0,856.4791573,69124.2685,1,0,80
3321,No,0,No,0,1110.743705,43991.92013,0,0,43
3322,No,0,No,0,437.814279,27855.75497,0,0,87
3323,No,0,No,0,1013.705407,60574.80587,0,0,85
3324,Yes,1,No,0,1922.829046,56202.5762,1,1,51
3325,No,0,No,0,1066.792794,49629.90301,1,1,39
3326,No,0,No,0,465.5532801,33998.84758,0,1,21
3327,No,0,No,0,899.4833121,36361.97808,1,0,23
3328,No,0,No,0,592.8006667,34355.90955,0,0,55
3329,No,0,No,0,164.0010194,42695.39792,1,0,2
3330,No,0,No,0,0,62975.12874,0,0,80
3331,No,0,Yes,1,1335.131324,17044.3654,1,0,18
3332,No,0,Yes,1,1549.61638,11927.53195,0,0,28
3333,No,0,No,0,1441.070696,33852.6776,1,1,71
3334,No,0,No,0,1157.652068,39080.26353,1,0,66
3335,No,0,No,0,899.4620065,36335.21952,0,0,79
3336,No,0,No,0,331.167032,44752.22929,1,0,51
3337,No,0,No,0,439.2017918,42132.01363,1,1,37
3338,No,0,No,0,489.7176909,27043.23056,1,0,63
3339,No,0,No,0,652.9936792,37143.58123,0,0,20
3340,No,0,No,0,206.8208783,49221.14852,1,0,70
3341,No,0,Yes,1,932.4874049,14950.09473,1,0,85
3342,No,0,No,0,1098.232451,42331.89108,1,0,89
3343,No,0,Yes,1,1959.59552,19677.93573,1,0,58
3344,No,0,Yes,1,1706.953766,20804.65612,1,1,31
3345,No,0,No,0,1255.883711,55971.18547,0,1,52
3346,No,0,No,0,537.9544088,54481.308,1,1,7
3347,No,0,No,0,349.1618062,38844.34984,0,1,70
3348,No,0,No,0,167.6060988,20150.90276,0,0,39
3349,No,0,No,0,1612.465315,42281.23114,1,0,10
3350,No,0,No,0,551.2540524,48007.99181,0,0,50
3351,No,0,Yes,1,1521.496682,16830.56514,1,0,79
